"username","rating","helpful","total","date","title","review"
"limassolsupplements","2","5","10","3 February 2016"," Boring to death,still wondering about the good rating
","Well what can i say.. i will start by saying thats the first time i slept at the first 30 minutes while watching a film..and i tried to watch till 45 minutes after i woke up and then i slept again<br/><br/>Yeah it was that boring if you like action or films like equalizer or films from Jason Statham,etc..After i saw this i was still wondering why Jason Stathams films always get such a low rate.. About the story ,well haven't seen this till the end obviously and i am not planning too,yeah it was so boring and nothing was going on to make you to actually want to watch what will happen... In this film you will like just the first 5 minutes,then its nothing..boring dialoqs ,boring plot..sorry guys..i don't like to write bad feedback but this film was boring"
"doughelo","4","5","10","8 January 2016"," A nihilistic nothingburger
","If you can take your lead character out of a movie without affecting any of the events, you've got a problem. Emily Blunt is there to observe events, but does not affect them in any significant way. Plus I couldn't get over the absurdity of the plot: <br/><br/><ul><li>Worried about an ambush at the backed-up border? Have you heard of airplanes or helicopters? </li></ul><br/><br/><ul><li>No back history or real home life shown for any of the characters, and there's nobody to root for, really. Del Toro's character is a monster of a hit-man who kills children just to make a point. And after what this country has done in real life, are we really still showing the ""heroes"" successfully getting information out of a prisoner via water torture? </li></ul><br/><br/><ul><li>Speaking of which, why stage the tunnel raid just to get him into Mexico, when he could plainly just drive in? What if the corrupt policeman's car hadn't been at the tunnel entrance? Would he have hailed a cab? Why did the cop keep unloading drugs after they heard gunfire in the tunnel? </li></ul><br/><br/>The movie revels in gore without a point, such as the headless bodies hanging from a Juarez overpass which we are shown no less than four times. Although visually well made, the movie exists in a moral vacuum with no hope and no virtue."
"ammarshk","8","5","10","30 December 2015"," The Seriousness of Drug Trafficking----
","VERY GOOD MOVIE WITH LITTLE TO NO NUDITY <br/><br/>Through the powerful performances by Blunt, Del Toro and Josh Brolin in the leads as well as the excellent supporting cast, do we get a sense of the human cost (physical and psychological), which the war on drugs has caused.<br/><br/>From an exploding prison population, to the destruction of Mexican agriculture, to refugees and a cycle of violence that is beyond barbarity; the pull that ""Sicario"" exerts over the viewer is undeniable and by skirting the limits of bearable tension, without ever becoming exploitive, it is never giving an inch concerning its subject matter.<br/><br/>Few movies this year will have such a clear and defined structure and unflinching approach towards a situation that appears to be beyond salvation, while showing at the same time that life nevertheless continues.<br/><br/>Taylor Sheridan's script doesn't miss a single beat and without sidestepping anything frees itself from beaten movie conventions by using them in an extremely skillful manner.<br/><br/>All these themes, stories and characters are captured through the lens of veteran Roger Deakins (Skyfall, No Country for Old Men) who lets us always know how the micro- and macro-particles of any conflict are inextricably intertwined. We share the vistas of beautiful sceneries while having to witness their downfall. <br/><br/>Whatever ideals the likes of Emiliano Zapata once had, their country has now, as it is described in the movie, become the land of wolves"". <br/><br/>Fifteen years ago Steven Soderbergh's Traffic"" which earned numerous Oscars, not the least of which went to Benicio Del Toro, made a clear statement about the various strands the drug trafficking business touches. Now, all those years later we see in Sicario"" that even the faintest of hopes that Traffic"" held onto have been eviscerated. <br/><br/>What now? One might ask."
"jason-1401","4","5","10","23 December 2015"," Very Average
","Found this really poorly written and while it is a story, the story telling was pretty bad. Real shame, cause it did look like a good opportunity to tell a very interesting story. There were so many holes and the story was not believable at all. <br/><br/>Typical American drivel, and an attack on intelligence. Not sure what it is nowadays, but movies really seem to struggle to tell a good believable story. Cinematography was good though, just a shame about the story line.<br/><br/>Could have been better... much better. Don't want to give much away, but just watch out for various points in the movie where things become an ""issue"", that would have not been an issue in real life."
"svorva","4","6","13","30 October 2015"," Brooding Emptiness
","When the overbearing music conveys more feeling than the characters you know you have a train wreck on your hands. This is unfortunately the case with Sicario. A middling attempt at a dark/brooding drama, all the intensity in Sicario is unwound by incomplete characters. Most responsible is our female protagonist. Blunt delivers a one note performance and the note is vulnerability. Her character starts as pathetic and incompetent, the movie informs us that off screen she is was not always this way, and ends as pathetic and incompetent. What an arc. Watching her wander completely lost as she discovers her mysterious partners are not who they say they are (gasp) is just miserable. Watching her get pinned down by whatever man who happens to be in the same vicinity is insulting. Sure, many of us are tired of the generic ass kicking protagonist, but this is no better. Not that Blunt has any help. I think Del Toro is trying to impersonate someone from, No Country. He is not intimidating. Brolin is the vague sandal wearing operative. Nothing new there. The outcome of this movie is completely irrelevant (but still predictable) because I could not care what happens to any of these people. There are certainly riveting sequences and gorgeous shots, but these qualities are drowned by greater flaws. Sad, this is just an indication that some talent was completely wasted. Call it technically well-made if you want, but Sicario is a beautiful uninteresting film not about anything or anyone no matter how hard it tries."
"theukmoody","3","8","19","23 October 2015"," Disappointed by current rate, Many reasons why.
","I went to cinema to see this movie 'Sicario' I understand it is ""Hitman"" In Spanish. I watched the trailer at work and it looked like one of those action movies like 'Hurt Locker'. CIA taking down the bad guys.<br/><br/>Good start of the movie, many action and I very much liked the SWAT team breaking into the house and all hell breaks loose. It was pretty intense. My reasoning for 3/10 because there wasn't much action involved in the movie. Hell lot of talking! Too much talking. It didn't really explain what was going on in the movie. I understand that they are looking for a drug lord that killed many people. The operations wasn't clear at all, it was hard to find out what the hell was going on. <br/><br/>The actors were okay through out the movie. Just not enough action with the characters. I thought the whole point of being in the SWAT team is to show no emotions at all... I thought that what they were trained for? The main character just kept crying and showing emotional feelings about the situation. <br/><br/>I hate to say... The trailer was better than the movie. The trailer gave away most of the action but then watching the movie, it was all talking. I wouldn't recommend going to cinema to watch this movie if you are expecting the movie to be like Hurt Locker or any other action movie involving guns from U.S army or SWAT. I feel that I have wasted my money seeing this movie. I looked at other people in the cinema and there was a fair amount of people. They didn't look so impressed either. No one really talked about it when exiting the screening.<br/><br/>My Vote - 3 stars out of 10."
"room102","4","8","19","22 October 2015"," Two hours of foreplay without a climax
","This movie is a borefest from beginning to end, with a few breaks for some action scenes in between. It's painfully slow and you keep waiting for the tension to lead somewhere, but it just keeps on and on like that without any real goal.<br/><br/>Emily Blunt's character has exactly two reactions: When she's outside she behaves like a little girl on a field trip, and when she's indoors she's agonized like she just performed a 12-hours brain surgery. These two reactions keep repeating alternately throughout the movie and needless to say that neither of them fits a character which supposed to be a fighter with a lot of field experience.<br/><br/>There are only two redeeming factors in this movie: A few short action scenes and Benicio Del Toro.<br/><br/>How this movie got a rating of 8.1/10 on IMDb is beyond me. People claimed this is one of the best movies of the year. For me, it's a total failure."
"PWNYCNY","3","8","19","13 October 2015"," Bad guys without badges versus bad guys with badges. Muddled story.
","The movie contains huge doses of violence, profanity, tobacco and alcohol use. That's already a bad sign that there's something wrong with the story. Here's the problem: the audience is expected to accept the concept of gangster as hero (played by Benicio del Toro). If you are okay with that premise, then the story makes sense (vendatta - bad guy becoming good guy to go after other bad guys who did him wrong, for whatever reason). If not, then be prepared lots of gratuitous violence and mayhem, as the FBI is co-opted to cover for flagrant and wholesale violations of international law. There is one scene in the movie depicting a fire fight that alone would have sparked a war, or at least a call for an emergency session of the UN Security Council. In fact, including such a scene would have improved this movie immensely. The thing is, unless the movie is meant to be a morality tale, there has to be a clear delineation between the good guys and bad guys. That this movie lacks, thus making the story pointless. This movie depicts US paramilitary forces conducting military operations in a foreign country to deal with a criminal problem. True, the story is fiction. The problem is that as the line between who is good and who is bad gets blurred, the story get muddled. After a while, it is difficult to tell the difference between the good guys and bad guys. Granted that the drug cartel guys are bad guys. But when compared to the brazen tactics being used by the other side, it raises doubts as to who is posing more of a threat to the public safety - the the gangsters or the guys with the badges. What good are having bad guys if the good guys are no good too? Without revealing details of story, suffice it to say that if the shenanigans depicted in this movie occurred for real, the US government would have a lot of explaining to do"
"danielslysinger","1","7","16","25 June 2017"," Great actors, terrible movie
","I watched this movie because of the excellent reviews and riveting trailer. Unfortunately, watching it was a big mistake. Instead of the lead character, Emily Blunt, making thoughtful (or even halfway reasonable) decisions, she repeatedly chooses to do things that leave the end feeling completely empty. <br/><br/>This is not a movie without sequences of intense action, and if that is all you look for in a movie -- rest assured, you will find that and more with Sicario. However, if you want a logically coherent main character who isn't a bumbling idiot, a plot with more than a cursory explanation at the end, and in general some closure, you will not be happy with this movie. <br/><br/>At the end it was incredibly hard not to be frustrated with the decisions of the main character. This boring story of revenge with nobody having the guts to make a good decision was, quite frankly, disgusting."
"chacotheone","4","7","16","2 January 2016"," overrated
","Nothing much to say... boring, slow... Maybe they tried to reveal how this facts are in real life, but it wasn't the better way to do it. the other thing that i didn't like is that they tried to keep you in suspense the whole movie, but instead they set you in doubt and at the climax boil your head to connect everything (in the bad way). Too bad for Emily, which i think is a great actress, she has several good movies.<br/><br/>Reading the other articles there is no such comment that makes me change my mind... i think it was 2 lost hours of my life.<br/><br/>greetings from Chile, it's my first Review"
"carlasantistevan89","8","7","16","1 November 2015"," What is right and what is wrong in such uncertain times?
","Sicario is a very decent action movie, with extremely tense and well-shot action sequences, superb directing by Dennis Villeneuve and AMAZING cinematography; this movie looks great. Regarding the story, it's an effective thriller, doesn't shy away from getting violent, but there's not much else. No big questions are attempting to get an answer. <br/><br/>I must say the acting is very good. The stand-outs, for me, are Brolin and Del Toro. The latter's character is madly interesting. I must say that I hated it the first time I saw it, but second time I really got to like it. Maybe it helped that I'm now more familiar with Denis Villeneuve's work, thanks to his masterpiece Arrival. Or that my expectations changed (the marketing in my country was very different to the actual movie). So, if you didn't like it the first time around, give it another chance."
"rishimon","3","7","16","12 October 2015"," An absolute waste of time
","I don't understand why someone should make a movie like this at all. This is basically a nothing movie. The initial build up with good music will keep the viewers interested in this movie but only to realize sooner that they are in for nothing and in the end it is going to be a big disappointment. Never felt connected to any characters, don't get why all the drama and the emotional scenes are big bore! Ratings and reviews so far has been misleading. The entire movie focuses on hunting down a big Mexican drug/war lord who has done many killing and illegal trafficking. The story and screenplay in the initial part of the movie was successful in building up the plot but the movie ends with hunting down an easily approachable so called big villain. This movie should have never been made."
"SafReviews","5","3","5","2 March 2020"," Good at the beginning, then it just gets boring
","I'd say the first half of the movie was very intriguing, but after that it just drags and I wanted the movie to end so badly. The problem with the movie is that it's too slow paced and can make you feel uninterested during parts of the movie. I thought that the action scenes were okay, but I wanted to see more action from the last scene where they go into the tunnel. Overall, for me the movie is just too slow which can easily make you uninterested."
"mark-532-636690","10","3","5","16 August 2019"," Never gets old
","Gets better and better as it progresses. Benicio especially.<br/><br/>Honest, brutal, doesn't varnish the truth.<br/><br/>Best movie of its genre, hands down (or up)."
"djacome-99185","10","3","5","18 July 2019"," Deakins and Villeneuve are at their best here
","Flawless movie really whether you consider the tight script, control and depth of characters throughout, and absolutely stunning cinematography ... I think the musical score is also incredibly terrifying and deeply adds to the film. At the end, you are left asking a thousand questions and thats the hallmark of a good film."
"NAVJOTSIMI","8","3","5","31 May 2019"," BEST !!!
","Sicario is everything and more you could want in a thriller bringing realism and gritty action sequences into a marvel of twists and turns all while shedding light on the changing and complex climate of the southern border"
"ginaatkins","Null","3","5","1 September 2018"," Once in a Lifetime Performances
","I'm very surprised that this movie doesn't have higher user reviews. The acting is top rate across the board. I'm glad to see Josh Brolin getting these juicy roles...always thought he was underrated. Del Toro is always brilliant and but this is without question the performance of his career. As a men with nothing left to lose and nothing left to fear the tension lies in not knowing how much humanity is left in him. He is the embodiment of a soul damaged beyond repair. There is no hope, no repentance, no salvation and he knows it. He fulfills his destiny without pleasure or passion...he avenges his family with the cold exactitude of a surgeon performing his 100th surgery. Josh Brolin's character has a broader agenda with the Cartel as a whole while Del Toro has a singular objective. The juxtaposition between the Del Toro character and the young, new agent played by Blunt is subtle and nuanced. A lesser movie would have made the Blunt character MORE vulnerable and susceptible. She is definitely changed forever by her dealings with Del Toro and the movie allows you to question, momentarily, whether she will be able to touch a deeply buried crevice in his soul. Maybe she was...but he knows who and what he is and willfully doesn't allow access even to himself."
"bbhuffstetler","10","3","5","8 August 2018"," A Masterpiece
","Sicario has the bones of a good crime thriller, but in the hands of a director as talented as Villeneuve, Sicario becomes a meditation about America's role in the drug war and a contemplation on what fighting monsters does to the human psyche. 
Roger Deakins lives up to the standard he has set for himself, framing the environment our protagonist finds herself in as foreign and frightening, yet somehow still reminded us of home stateside. A tense stand-off near the border is a particular standout. 
Emily Blunt gives perhaps the performance of her stellar and perpetually underrated career as Kate, a conduit for the audience in the story but also the manifestion of dignity and ethical conviction in a world that doesn't leave room for much of either. Josh Brolin is having a blast playing the swarmy and self assured Matt, while Benecio del Toro imbues Alejandro with a mysterious and tough exterior that shrouds personal tradegy.
The script is one that withholds any clear moral standing for the audience, and the viewer is left in a constant state of bewilderment as to who can be trusted and if everyone's stated intentions are true. By the end, you'll be without answers, only left to reckon with what you've seen on the screen, and what it means for your country and it's efforts in a destructive and perhaps futile drug war. 
Sicario combines great acting, confident direction, impressive camera work, a remarkable soundtrack, and a expertly woven script to make a film for the ages."
"warthogjump","10","3","5","4 July 2018"," Perfect in its own right
","This move is simply outstanding. The directing, the acting from the 3 main characters, being Josh Brolin, Emily Blunt and Benicio Del Toro is very believable. The story is very compelling. The cinematography is gorgeous. The futility of the drug war, and its literal elimination of morality, lingers throughout the film. Emily Blunt and Del Toro are flawless in tension together as their values clash, and Brolin fits the typical American bravado role seamlessly. It is one of its kind, a movie addressing the Mexican/US drug cartel concerns, and executing it with utter class, style and realism."
"raghavrastogi-97751","8","3","5","27 March 2018"," Superb ! Tense thriller !
","A must watch thriller based on crackdown efforts by US joint-agencies on the Mexican Drug mafia. Emily Blunt, playing the role of an idealistic FBI agent in the plot represents the general audience, through her actions and reactions to the out-of-the-book methods of the team.
One of those movies which are rightly paced at right moments, with excellent cinematography and background music score. The build-up to the tense moments, when the viewer knows something is about to happen but when and how, is the USP of this movie.
A must watch for those seeking tense, paced and realistic action thriller, with no over-the-top action sequences and silly dialogues."
"zkonedog","9","3","5","26 February 2017"," Intense Film That Puts You In The Fight Against Drug Cartels
","Director Dennis Villeneuve crashed the Hollywood directors scene in 2013 with the brutal (yet spectacular) ""Prisoners"". Later that same year, he crafted the ingenious mind-bender ""Enemy"". After those two films, I knew I had to see what he would come up with next. ""Sicario"" is a much different kind of movie than those previous two, but even so it still manages to showcase Villeneuve's talents behind the camera.<br/><br/>For a basic plot summary, ""Sicario"" is a story about the Mexican drug cartels. Kate Mercer (Emily Blunt) is a cop who deals with the drug problems caused by the cartels every day. After one particularly frustrating operation, Kate is given the opportunity by her boss (Josh Brolin) to strike at the heart of the problem in Mexico itself. This is a big-time operation, with the decisions being made in it equally as complex. Along for the ride is Alejandro (Benicio Del Toro), a shadowy figure you get the feeling isn't quite who or what he seems.<br/><br/>""Sicario"" is a solid movie on two levels:<br/><br/>First, it really captures the tension of the drug cartel scene. It's like those kind of episodes from ""Breaking Bad"", but ratcheting up the intensity tenfold. This genre is not usually my cup of tea in the least, but there is such an atmosphere of tension that I couldn't help but be sucked into the action. There are scenes, like a tense border crossing and a shootout in dug-out cartel tunnels, that will literally have you on the edge of your seat. Not a boring moment in the entire film.<br/><br/>Secondly, and perhaps equally as important, Villeneuve is able to take such a serious topic and layer great character narratives on top of it. There are even multiple surprises along the way, including an ending that you won't see coming and would traditionally seem out of place for a typical film of this subject matter. That's why I'm being pretty tight-lipped about the plot, as I don't want to spoil anything. When was the last time you had to worry about spoilers for a drug cartel film?!<br/><br/>Thus, I have to say that ""Sicario"" was a great success for Villeneuve, as it proves that his unique style can translate into pretty much any kind of cinema format. He's that savvy. This is a great, tense, film that will hold your interest and never let it wane even for a moment. It doesn't matter if you prefer action, narratives, twist, etc., as ""Sicario"" provides them all in equal value. I'm very excited to see what this relatively new director can pull out of his bag of tricks next!"
"romanorum1","8","3","5","29 December 2016"," An Intense Examination of the Brutal Mexican Drug Cartels
","At the beginning a brief explanation of the origin of the word sicario is provided. It actually is derived from the Latin ""sicarius"" (""assassin""); in Spanish it means ""hitman."" <br/><br/>In broad daylight in Chandler, Arizona a kidnap response unit (SWAT team) moves in against a house where drug cartel hostages are kept. An armored truck crashes through a wall. After the shootout, the team discovers 35 bodies partially encased in plastic behind the drywall; some team members retch in disgust. Two of the agents perish when a bomb explodes in an outside shed. These actions illustrate the brutality of the Mexican drug cartels. Furthermore, the raid confirms that the cartels are operating in the American southwest. <br/><br/>At HQ, a secretive American task force (special ops), headed by unconventional Matt Graver (Josh Brolin), is assigned to legally or illegally hunt down the drug cartel honchos in Sonora, Mexico. These include drug bosses Manuel Diaz (Bernardo Sacarino), his brother Guillermo Diaz (Edgar Arreola), and top guy Fausto Alarcon (Julio Cesar Cedillo).On the task force is idealistic field agent Kate Macer (Emily Blunt), who led the assault in Chandler, and coldly violent Columbian Alejandro (Benicio Del Toro). Emily has a confidante, supposedly helpful but actually annoying Reggie (Daniel Kaluuya). After briefing, five team vehicles are driven across the Mexican border, escorted by the heavily armed Policia Federal. We are introduced to an arid and harsh land, run-down houses, and partially clothed bodies hanging upside down along freeway overpasses. There will be more brutal scenes. From the Mexican authorities, the team picks up captured Guillermo Diaz. Graver warns, ""Keep an eye out for the state police. They are not always the good guys!"" When they return to the border crossing, the roads are totally jammed with barely any movement. Tension builds as the team is on the lookout for armed cartel hit-men in cars. Soon there is a shootout in front of all the civilians, but the cartel hit-men are killed; Emily kills a policeman allied with them. At HQ, Alejandro tortures Guillermo for information.<br/><br/>After that the task force surveys a bank and captures a female money launderer. They begin to freeze the bank accounts ($17 million) of Manuel Diaz. This action forces him out of hiding and into Mexico. At a bar Kate hooks up with Ted (Jon Bernthal), a cop, and takes him to her apartment for sex. But when he removes items from his pocket, she notices that a money band is the same as used by the drug cartel. The situation turns violent, but Alejandro intervenes and arrests Ted, who is grilled and tortured for information about other crooked police on the force. <br/><br/>Meanwhile Kate is upset; she feels that the team is operating out of bounds. She wants activities to be run by the book. Graver brings her back to reality when he tells her that his CIA unit cannot operate within the USA without a domestic agency accompanying it. ""I told you you'd be useful,"" he says. ""So that's it. That's why I'm here!"" she replies. Kate has received a dose of reality. With new information, the Delta Force makes a night assault on the cartel's hideaway tunnel. During the successful mission, Alejandro captures crooked Mexican cop Silvio (Maximiliano Hernández), and uses his car to capture Manuel Diaz. He kills both, and then moves against top honcho Fausto Alarcon. Killing the guards, Alejandro confronts Fausto and shoots him and his family (Fausto previously had Alejandro's wife beheaded and also had ordered his daughter thrown into a vat of acid.). Revenge yes, but why were Alejandro's family earlier killed? Was he part of the Columbian drug cartel? Do the authorities prefer the Columbians over the Mexicans because they are easier to control? <br/><br/>Near the end Alejandro forces his way into Kate's apartment and makes her sign a document at gunpoint that the entire mission was on the up-and-up. Actually the raid was legal but Alejandro's revenge killings were not. He advises her to get a position in a small town because she is obviously in over her head. At the end women watch their children play soccer in a field. They pay little attention to the gunfire heard in the distance as the drug war has become part of their lives. <br/><br/>Denis Villeneuve has directed a brutally realistic movie. He examines the Mexican drug cartels, their heartlessness, and how corrupting they are. His real message is that governments cannot play by the rules and so must fight fire with fire if they expect to make inroads into drug trafficking. Although the feature is generally told from the view point of Kate (Blunt), who performs well, Del Toro steals every scene where he appears. He probably merited an Oscar for Best Supporting Actor."
"brando647","9","3","5","18 September 2016"," Denis Villeneuve Scores Again with One of 2015's Best
","Denis Villeneuve continues to knock 'em dead with (in my opinion) his best film yet: SICARIO. I took interest in the man with his 2013 double-punch of PRISONERS and ENEMY (both of which are great films) but SICARIO was the only one I loved so much that I immediately texted a couple buddies and told them they need to watch. From the moment it started with the raid on a cartel stash house in an Arizona suburb, I was locked in and it never lost steam. I love this movie; it might be my favorite of 2015. Emily Blunt is FBI agent Kate Macer, a successful career woman who is given the opportunity to volunteer for an inter-agency operation that plans to go after some of the more powerful cartel heads. She's placed on a team run by CIA agent Matt Graver (Josh Brolin) with assistance from a mysterious D.O.D. consultant named Alejandro (Benicio Del Toro). Graver and Alejandro keep her in the dark on the overarching details of their operation but she begins to question the legality when the men seem to be bending the law in the name of justice. It all culminates in one final mission when Graver and his team have done enough damage to the cartel's local business to send a minor boss running back to Mexico, falling right into line with their plans to cripple the organization. When Graver's methods cross the line, Macer finds herself in a maelstrom of violence where the end may not justify the means.<br/><br/>I love everything about SICARIO. The performances. The cinematography. The story. The music. Everything comes together so perfectly. Emily Blunt has proved in recent years that she's more than capable of handling the meatier roles with EDGE OF TOMORROW from 2014 proving she's an effective action hero and SICARIO giving her the chance to up the ante in a more realistic violent environment. Her character, Macer, acts as the audience surrogate in this world. She's seen some rough times in her career but she struggles with the cartel's level of brutality. When she begins to understand that the American task force has adapted some shady methods of its own to combat it, she's not ready to accept it as the best course of action. When she learns of Graver and Alejandro's objective and the truth behind her inclusion in the task force to begin with, it's a gut punch and Blunt nails all of it. Brolin does a fantastic job as the jovial Graver but he's overshadowed by Blunt and Del Toro. Del Toro is the other knockout performance in SICARIO. His character is an enigma. All we learn at the start is that he is a ""D.O.D. consultant"" but it's not readily made clear what his role is. He keeps to himself and seems to have a pretty good understanding of cartel operations, but his real mission doesn't come out until the end. He gets his big moment at the end and we learn this is a man in pain, and he's turned that pain into a weapon. Del Toro absolutely kills it in one of his best roles ever.<br/><br/>Another aspect of SICARIO I thought was a great touch was how Villeneuve shows us both sides of the coin. Mexico isn't our enemy. The cartels are our enemy. The problem is how much the cartels have ingrained themselves in the Mexican economy. Throughout the movie, we occasionally cut away to a nondescript Mexican family. The father is a police officer and works odd hours, often missing out on time with his son. We're given a chance to invest a little in this quiet three-person family before we learn who this man is, how he plays into the main story and what his fate will be, and then we're left to wonder about the future of his family. SICARIO presents the war against the cartels as bad for everyone. Lives are ruined. Morals are abandoned. And worst of all, there appears to be no clear end in sight. Everyone loses. SICARIO is a seriously bleak film but I love that it doesn't pull any punches or try to sugarcoat its message. This isn't an action movie in line with the Bourne films or anything of that nature; SICARIO is very much a psychological drama. I watch this movie and it's rumbling around my head for a couple days after it's over. I can't recommend this movie enough to anyone and I can't wait to see what Villeneuve brings us next."
"sweetsteph111","10","3","5","24 July 2016"," Astonishing!
","I am not worthy to write a review of this soul crushing movie. I never thought I could hear scary music again, the music was terrifying, my heart was pounding all through the movie, I do not want to give anything away because I want everyone to see this movie. Yes it is an Oscar worthy movie. The writing, the casting, everything. Since it was a movie about the Cartel, you can guess that there were will be guns and blood involved, but that is all I will give away. This movie was astonishing, soul twisting, and terrifying, all because it is based on reality. The horrors that go on in Mexico every day. Such a tragedy. The casting was perfect, the story possesses you and you can't do anything but sit and watch, even if you are watching from your own couch at home like I did. I couldn't tear my eyes away."
"meeza","10","3","5","14 July 2016"," A hit!!!
","Director Denis Villeneuve has imported in a tour-de-force picture in ""Sicario"". The movie stars Emily Blunt as FBI Agent Kate Mercer. She is recruited by the mercy (sort of, kind of) of a U.S. government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico. Half mercy on Mercer because even though she volunteered for the journey, this is not what she envisioned it to be. Josh Brolin co-stars as the Government Agent Matt Graver who does not want to dig his own grave in this dangerous mission, so he manipulates Mercer in ways I will not reveal. At the center of this mission, is the mysterious Alejandro played by Benicio Del Toro. Villeneuve marveled in his orchestration of ""Sicario"" by keeping it tense and unpredictable. Taylor Sheridan's screenplay was a little bit of a bust, but not so much to lessen the movie's strength. Blunt delivers the best performance of her career as Mercer; and Mercy, Mercy, Me why in the world was she not nominated for a Best Actress Oscar! Brolin was his usual steady self in his work as Graver. Del Toro was the scene stealer of the movie though, and there were plenty of hits to that statement; I will just leave it at that. ""Sicario"" is sic!! And A must see, so open your borders for it. ***** Excellent"
"Screen_Blitz","9","3","5","13 March 2016"," Sicario really packs a punch
","This gritty, violent thriller directed by Denis Villeneuve, the mastermind behind 'Prisoners' and 'The Place Beyond The Pines' sets a grounded story during the U.S/Mexican drug wars heightened in the U.S border where crime against society runs dangerously rampant and drug cartels dominate the streets. The film places Emily Blunt in the role of Kate Mercer, an idealistic DEA agent who volunteers for an operation to infiltrate a Mexican drug cartel. Partnered up with veteran DEA agent Matt Graver (played by Josh Brolin) and Alejandro Wilson (played by Benicio Del Toro) who is seeking revenge for the murder of his wife and child, Kate travels through the brooding streets of El Paso in search of the cartel, only to witness harrowing events that while busting the suspects connected to the cartel. As Kate and her team dive deeper and deeper into the operation, she is faced with the grim reality of drug trafficking business and the complexities of capturing the cartel. As explained the title card during the opening credits, sicario is the Spanish word for hit-man. <br/><br/>This thought-provoking thriller could be just your average action popcorn flick taxed with tense action sequences and special effects. However, it has a lot more thoughtful elements to bring to the table than flashy action set pieces; and it certainly digs deep. The film presses the story in the violent underworld of drug trafficking and the apparent corruption lead in the law enforcement, including characters who have blurred lines between right and wrong. This all begins with the opening scene set in Chandler, Arizona where a team of DEA agents are making a drug bust that results in an operation gone terribly wrong with innocent lives lost. Then there's a shot showing Emily Blunt's character in the shower washing off the blood resulted in the incident. These first ten minutes really set the tone of the film, and it gives a clear picture what the story will be diving into. From that point, the story focuses on the characters and their experiences drawing into the drug busting operation, and the scenes to follow get pretty violent and grim without being overly excessive. The characters are crucially developed and stand powerful throughout the picture, particularly Benicio Del Toro's character who is significantly complex, serves as a turning point for the story during its climax. <br/><br/>Roger Deakins has been one of the most respected cinematographers in Hollywood, despite his lack of Oscar landings, and he delivers powerful cinematography this film. Each scene from start to finish to shot superbly and fits well with the atmosphere. The biggest gem comes with the characters driving through El Paso where we are treated sadistic views of the crime-ridden streets including four decapitated bodies hanging from an overpass and corpses mutilated and covered in blood. This scene is very difficult to look at, but makes crucial sense to the plot's dreary atmosphere. The performances are also quite the attention grabbers. Emily Blunt and Benicio Del Toro are both fantastic in their roles, and deserve immense amount of praise for their striving commitment they put in their characters. <br/><br/>Sicario stands high as one of the best films of 2015 and perhaps, one of the best films of this decade so far. This film is exuberantly shot, very well acted, and paints an authentic picture of the reality of drug wars that go on in the U.S/Mexican border. Yes, the film is violent and difficult to watch at times, but at the same time, one that deserves your attention. It also shows a strong signal that director Denis Villenueve has a bright filmography ahead of him."
"ArchonCinemaReviews","7","3","5","27 February 2016"," Surprisingly good and more complex than its peers
","Certainly a surprise film of the year, Sicario delves into the sensitive subject of the escalating war against drugs that have become a daily occurrence for those near the border between the U.S. and Mexico.<br/><br/>A member of the kidnapping division in Arizona, Kate (Emily Blunt) is brought onto a special operations unit funded by the Department of Defense after a devastating and jarring blow to her team. Immediately whisked away on a mission; Kate observes with an outsider's eyes the happenings of this covert unit, the sole woman amongst men. Thrust into the deadly and brutal world of the drug cartels of Juarez Mexico, Kate realizes that her idealism has no place as her new assigned unveils itself as far from ethical. With fresh eyes and a purist's motivation, Kate must make her own judgments of trust if she wants to stay alive during this dangerous operation.<br/><br/>Sicario is a film I wasn't expecting. The military oriented subject matter is not normally my forte and the trailer for the film felt generic. Alas, quickly the praising whispers for the film grew too loud to ignore and right they were. Sicario is a film that commands your attention with its barbaric violence, brutally realistic point of view and its astonishing cinematography.<br/><br/>Directed by Denis Villeneuve and written by Taylor Sheridan, the film decisively sets the tone within seconds of opening, readying the audience for what they are about to see. Sicario is a film that jolts you with unease, telling you to forget whatever expectations you may have. It is about far more than the mission Kate embarks upon with the DoD, and its ability to harmoniously tell its complexly layered story is a testament to its success.<br/><br/>The best word to describe Sicario is 'intense.' It is jarring, disorienting, and raw. Sicario easily could have been a basic thriller with a military shoot 'em up component. In having Villeneuve direct, the films subtler points are brought to the forefront. Each character is multidimensional and each moment a scene to be watched, within it the plot nuances that lesser films so often forget. The protagonist Kate especially has a marvelous arc throughout the film that matches the audience member's own experience and grounds you further to be completely engaged with the film.<br/><br/>May you remember the film years from now? Perhaps not, but for those looking for a worthy film to entertain with a little bit for everyone to enjoy, Sicario is certainly it.<br/><br/>Please check out the website for Archon Cinema Reviews for reviews of all the awards season contenders."
