"username","rating","helpful","total","date","title","review"
"sadamer","9","5","6","28 April 2016"," A real gem
","I rarely write reviews. This movie Little Boy is a real gem. I don't get why we haven't heard so much about it. The scenario is just perfectly written. The cinematography is really beautifully executed and the actors are all great. I was really moved, and actually normally it's is not at all what I'm searching in a movie (I'm much more into the horror/thriller/action genre). So actually I started looking, sure that I will hate it. It was the opposite. But what I loved the most in this film is the honesty of the film. You feel that it is an honest movie. You have so many movies that sometimes that are just pretending. Here it is true emotions. Really awesome film! I will remember it."
"ericnottelling","8","5","6","23 August 2015"," This movie was more enjoyable than I thought it was going to be.
","It's hard not to like this movie when you watch it. It has the innocence of forest gump with a touch of sadness. The writing and acting of this movie are simply great. The little boy does a great job. There isn't much more you could have asked of him in this movie. You can actually feel the sadness for the little boy, and without revealing the ending can see that happiness might not be as was expected but is still a part of Hollywood. The writers did a great job of trying to see the world through a child's eye. While showing some of the ugliness of it on the outside. The relationship between the little boy and the ""jap"" is very touching and funny. You can tell he is genuinely concerned for the kid more so than maybe anyone else in the movie. Well done and worth the view."
"BombVark","7","7","10","25 August 2015"," Moderately interesting film
","I am surprised though perhaps I shouldn't be by the rabid dislike of the film by some reviewers. Apparently any film which remotely suggest the existence of a higher being sets them off. I found the film to be rather fair, showing the offsetting views of Fr. Oliver and the atheist Mr.Hashimoto whose character is much more sympathetic than a Christian character would be in most other films of our day. <br/><br/>My problems with the film lie elsewhere. 1) David Henrie's character seems to undergo an enlightenment during the course of the film, but little explanation or cause is given. 2) Why does the father go to war when the son can't? His duty to his country? What about his duty to his family? What about the commandment: Thou shall not kill? It is assumed here that joining the war was the only thing to do. 3) The movie seems to indicate the dropping of the A-Bombs were necessary to end the war, this is nonsense despite what most Americans believe. 4) I should watch the ending again because it seemed like the mistaken identity was due to the fact Busbee carried his dog tags in his boots? This would seem to be both uncomfortable and most likely.<br/><br/>Sadly this had the potential to be a top-notch movie but falls short because of plot holes and ducking the hard questions. Some reviewers liked this film more than I did and I understand that. But if you are looking for a film to watch with your family this one is one of the more interesting ones because it raise some issues which you won't see in standard Hollywood fare."
"smoothgrind-58805","5","33","66","30 April 2015"," Christian Faith = You Get What You Want
","Other reviewers who have said this movie does not hit you over the head with its message of faith are correct. It is more subtle than most of the so-called faith-based movies out there. Furthermore, there really is much to like about this movie, from the outstanding performance of the young Jakob Salvati to the anti-bullying and anti-racism themes. And the anguish of the priest, played beautifully by Tom Wilkinson, who wants to encourage ""Little Boy""'s faith but who knows that prayers often go unfulfilled, gives the film a more realistic feel than it might have had. In fact, had the movie ended when it ""should"" have, after the first of its two ""endings,"" I could have lived with the message that faith helps you get through hard times and I would have given the film a 7. But no, the movie had to cave in to the demands of its Christian creators and send us away with the false message that if your faith is strong enough, it will bring you whatever you ask for. This is what the faithful desperately want to believe, so when the movie tells them that yes, it is true, of course they go wild in their effusive praise. There is a good movie locked inside this Christian fable. It's too bad it wasn't allowed to escape."
"mgarciber","10","4","5","22 August 2015"," Wow..... Hard to find family movies anymore
","I can start by saying this movie was as good as ( The Green Mile, Life is Beautiful, Instructions not included), it made me cry towards the end. <br/><br/>There is no way I could give this movie less than 9/10 stars. <br/><br/>1. Family movie that even my 7 year old enjoyed and cried 2. It is all about faith and believing in the impossible 3. It addresses a lot about bullying 4. Even though it is long you feel engaged through all the movie 5. No profanity, sex, violence, bad language 6. It leaves a lesson and towards the end there was a final twist that I did not see it coming. <br/><br/>Love..Love..Loved it. I was not able to see it in theaters because my daughter got the Flu that week and I have been waiting for it to come out on DVD. Searched for it on Netflix and was not able to get it until finally I found it on VUDU."
"mhol111964-754-567942","6","19","36","26 April 2015"," Not bad but not great
","I saw it today and it was not a bad movie but I was a tad disappointed. The trailer had me thinking that it would be Big Fish-like. The trailer made it look like a fantasy drama that would be ""instant classic"" material but it's really a religious film. It's beautifully shot and I liked the symbolism, and it was quite emotional. However, The film has problems. For instance, Pepper doesn't even really have powers. He only just has ""faith"" and a to-do list, which (for me) was quite disappointing. Another thing is that our protagonist Pepper, while not unlikeable, is quite annoying at times. Like when he does that pose thing, he makes those grunt sounds which went out of hand and started to get on my nerves. Also, there is the ending. Like, for a second I was like ""Oh, so they're going the ""tragic"" route"". Then it got all ""happily ever after"". How Original. I also thought it was a bit too melodramatic at times and quite (I don't usually like this word but it's true here) pretentious. Like on the previews, they make it out to be so ""amazing"" and ""uplifting"", when in reality, it's just a mediocre religious film. I am not trolling. I did not hate the film but I don't really recommend it either. For what it is, it's not a bad film. It has it's qualities. The acting is decent, it has a bit of heart, and it has a pretty accurate depiction of the true events that the film is inspired by. I can see some people enjoying it, but in the end, I can't say I was impressed with it. I'd say give it a go. You might like it but you might not be impressed. If you're a ""Jesus freak"", you may as well enjoy it. Overall, I thought this film was a little on the okay/mediocre side."
"JanisU","7","11","19","5 August 2015"," Movie for family
","I didn't expect a lot from this movie, but I wanted to watch something rather light ,just to relax, and this movie gave me this relax feeling! When I read it is going to be about WWII I kind a thought to see some action in it, but there were no real action. The story line was rather predictable, but still interesting to watch to relax. I didn't get anything big out of this movie, but for sure this movie may be great for kids and for family, because it is about believing in dreams, how racism is bad (by seeing how disgusting those who are racist looks), and it kind a gives a view in history of WWII, small enough to not traumatize kids too much as well touch of sadness is in it, what may bring empathy in some of those who will watch it . This is definitely a family movie!"
"coastdaze","10","19","37","25 April 2015"," A Nice Change of Pace on an Important Issue
","Rich, colorful scenery and characters, great story. I was surprised at how good the acting was in this movie, too. The young actor who portrays the ""little boy"" is spot on in his emotions and acting ability. Wow, a star in the making I believe.<br/><br/>When you can forget your surroundings and just get immersed in a movie for a couple of hours, it is a great thing.<br/><br/>We never outgrow our need to be reminded of some of the most basic and important things of life but I definitely say parents ought to bring their age-appropriate kids to this one. This film moves along nicely and keeps pace with your interest level! Since my own mother lived during the years the movie takes place, I can attest to the fact that it is pretty true-to-life. As I watched it some of her stories of life during that time came back to me.<br/><br/>Our movie-going audience clapped at the end of the movie. There was no way I could not clap, too. I really liked this one."
"Arconada","6","5","7","29 August 2015"," Melodramatic
","This film is well made. It is a Disney-like story about an American family torn apart by the second world war. And the film also shows the position the Japanese Americans were in during WWII. <br/><br/>Yet it is rather melodramatic, it contains all the necessary elements, like - you can achieve anything if you have Faith, crying boys, the daddy-daddy scene, and all is well that ends well. Unfortunately the title is not a surprise, and it is only waiting for that card to be played. I liked the film during watching, there is not a moment of slackening, however in retrospect the film did only have a few surprises, so it doesn't grip you like it should. <br/><br/>All in all, good, but only barely."
"jbt_281181","10","2","2","2 January 2020"," Some movies make my eyes water...
","This movie makes me completely cry. A number of times, actually. Pepper is a brilliant young performer. I am a darkly cynical person. I often find myself enjoying movies where the bad guys win. At the very least stand out. This movie is purely uplifting and goes to show you that heroes come in all shapes. All sizes. This movie is a masterpiece."
"MartianOctocretr5","7","2","2","4 December 2015"," Nice approach to a familiar theme
","This movie was a new approach at story telling. I can't remember off hand any other movie that was structured like this. <br/><br/>It certainly works. The story is told through the titular little boy who is literally just that: a child who is small for his age to the extent his parents take him to a doctor to see if something is wrong. He is small in size, but not in dreams, hope, or faith. His father has marched off to fight in World War II, and the builds upon his heart felt wish of his father's safe and swift return.<br/><br/>Much of the action is allegorical, and the story does need to be told that way. However, the flip side of that coin is that some of the ideas are heavy handed and intrusive. One example is little boy's interaction with a Japanese man, to address the interment controversy which in turn looks at the atmosphere of bigotry that caused it. This aspect of the story is the film's strongest sub-plot, but there are a few minor problems on how it was utilized. The interpretation of the child calling upon spiritual powers was overdone, and inaccurate which undermined what the movie was meant to say.<br/><br/>Excellent acting and a well devised script. The characters are involving, and the story contains all the faith and optimism that it is meant to convey. Ultimately, the concept of the movie works well, and the ending supports it."
"trvlers-77920","3","19","42","8 May 2015"," 3.8/10
","The little boy at the center of ""Little Boy"" pulls a stunt repeatedly which, ostensibly, is intended to be poignant. Eight-year-old Pepper Flint Busbee (Jakob Salvati) sticks out his fingers, scrunches up his face, squints his eyes, screeches with all his might and wills an object to move. Maybe it's a glass bottle. Maybe it's a mountain. But sure enough, through the power of magic or trickery or a well-timed seismic shift, he achieves his goal. Eventually, he tries to use this ""ability"" to bring home his beloved father from battle in World War II. And by this point, his patented move—which was merely shrill and annoying—now seems just plain goofy and even a little crass. This emotional disparity is emblematic of so much that's wrong with Mexican director Alejandro Monteverde's film, which he co-wrote with Pepe Portillo. It's meant to be a tale of uplift for faith-based audiences, but instead wears viewers down with a heavy-handed narrative, an overbearing score and voice-over that spells out everything in cringe-inducing, folksy tones. ""Little Boy"" takes place around the time of Pearl Harbor in the fictional, coastal California town of O'Hare. ""Just like you see in postcards,"" we're told, as if we couldn't recognize its idyllic quaintness for ourselves. The nostalgia is spread thick here like sugary mounds of frosting. Compared to most movies aimed at Christian viewers, though, this one at least has solid production values. Pepper, who's small for his age (hence the titular nickname), suffers merciless bullying from the bigger kids. His only friend is his father, James (an earnest and enthusiastic Michael Rapaport), who shares his love of comic books, movies and made-up adventures. But one day, James has to go off to war in place of his elder son, London (David Henrie), who's stuck staying home with flat feet. Pepper is understandably devastated to see his father leave, but a sermon at the town's church about the trans-formative power of faith inspires him. He visits the priest (Tom Wilkinson, managing to provide substance in just a few scenes), who gives him a to-do list of good deeds to help him bring his father back: feed the hungry, shelter the homeless, etc. It's a ludicrous notion, of course. Then he adds a task that sounds like the toughest of all to Pepper: befriend Mr. Hashimoto (Cary-Hiroyuki Tagawa), an elderly Japanese man who has returned home to O'Hare after being released from an internment camp. Hashimoto has been the target of universal scorn during the war—""Little Boy"" doesn't shy away from the cruel racial epithets of the era—and even some vandalism. But, as a favor to his friend, the priest, he reluctantly agrees to spend time with this misfit kid. The result is an overly feel-good take on the ""The Karate Kid,"" as the reclusive and misunderstood man becomes a father figure, mentor and protector to this bullied boy, who has a retro version of the Cobra Kai to contend with. Tagawa brings a quiet dignity to the role, which is really more of an idea than a fully fleshed-out character. In a similar waste of talent, Emily Watson gets little to do but worry and weep as James' long-suffering wife. Speaking of the cast, there's a curious overlap here with last week's ""Paul Blart: Mall Cop 2,"" which is terrible in a totally different way. Besides that film's star, Kevin James (who tones it down here as the town's widower doctor), Henrie had a supporting role in the comedy as a valet parking attendant at the Wynn Las Vegas. And Eduardo Verastegui, who played the hotel's suave head of security, has a small role here as a fellow priest. (He's also a producer alongside husband-and-wife Mark Burnett and Roma Downey, purveyors of such faith-based properties.) But no amount of talent can counter-balance the garish sight of the townspeople cheering for Little Boy, the character, as well as Little Boy, the codename of the atomic bomb dropped on Hiroshima. The mixture of jubilation and death—as well as a fantasy sequence in which Pepper wanders through an ashen wasteland, surrounded by corpses—is all rather queasy- making. ""Little Boy"" also milks tears out of a major character's fate, but the film's young, blue-eyed star isn't quite up for the challenge of those heavier scenes, or anything beyond being moppet-like and determined. There's no way that a movie like this can do anything but reward such a character for his faith. But even by the standards of this genre, the sentimental way in which the story twists and wraps up is as shameless as it is schmaltzy."
"subxerogravity","7","5","8","2 May 2015"," A little less than what they expected
","I expected the movie to pull all the right strings and hit all the right buttons to make me laugh in the right places and get me teary in all the right places, but it did not do it for me. It just did not click like that. <br/><br/>I did not find the little boy who played Little Boy all the appealing, just winning and not inspiring. Cary-Hiroyuki Tagawa, I did find appealing. I liked his character, the Japanese man living In a small town during World War 2 was worth watching. <br/><br/>I like how the story played out as the town folks hated his presence, and the relationship between him and the Priest of the town, played by Tom Wilkerson.<br/><br/>Also like Kevin James, who had a small part as Dr. Fox who attempts to weasel his way into a war widow's life. Although I just like Kevin James in general so that helps<br/><br/>Michael Rapport's small but important part as Little Boy's father a drafted solder who becomes a prisoner of war. <br/><br/>The movie had some lightly dark moments about a kid dealing with his father fighting overseas that is very relatable, but I really feel the movie suffers cause I found the little boy uninteresting, especially compared to the more seasoned actors around him. <br/><br/>He's cute but that was not enough to watch for 2 hours"
"StevePulaski","2","26","62","24 April 2015"," A film so far outside of reality's ballpark it's playing a different game
","This time last year, we were granted with ""Heaven is for Real,"" a miserably schmaltzy film that was so overwrought in its intentions and portrayal of emotions that it easily merited a spot on my list for the worst films of the year. This year, however, we have ""Little Boy,"" one of the first faith-based films of the year along with ""Do You Believe?,"" a film that will likely earn a place on this year's list. Films like this should insult the audience, if they are smart enough to know they are being condescended to through the use of soft-lighting and cinematography, an overbearing musical score that lets them know when they should feel happy and sad, and sole lines and sequences desperately made to extract tears from the audience who are temporarily blindsided by the fact that these particular events exists so far outside the ballpark of reality it's playing a different game.<br/><br/>""Little Boy"" concerns an America that's plunged in a tumultuous period; World War II's impact and scope is growing, the army needs more soldiers and young men on the frontlines, families are being separated for indefinite periods of time, and Japanese citizens are just being released from internment camps, causing civil unrest. We focus on the Busbee family, particularly Pepper (Jakob Salvati), a stout seven-year-old who is the subject of bullying for his short stature. Despite this, he finds a great connection with his imaginative father James (Michael Rapaport), until he is called to fight in Hiroshima, leaving Pepper with his mother (Emily Watson) and his heavy-drinking older brother London (David Henrie).<br/><br/>During this time, Pepper seeks out ways to exercise and strengthen his personal faith, which a Reverend informs him could help bring his father back. However, this result will only occur if his faith is strong enough. Pepper loves magicians, particularly the great Ben Eagle, who calls him on stage during one of his shows to move a soda bottle. Eagle informs Pepper that the only way to do it is to have incorruptible faith and even the slightest shred of doubt - easily brought on by a crowd full of ridiculing children Pepper's age - will prohibit the bottle from being moved. After a lot of grunting and screaming on Pepper's part, the bottle moves, and Pepper believes the stronger his faith gets, the more likely his father will be brought back home safe and sound. During his journey of self-discovery, he meets Hashimoto (Cary-Hiroyuki Tagawa), an ostracized Japanese man who also helps him recognize his faith.<br/><br/>The level of frothiness in this film cannot be accurately stated. Scenes carry immense artificial weight to them, bathing themselves in beautiful scenery and loud and obvious musical numbers that cast blatant moods of either ""happy"" or ""sad"" unto the audience. Throw in Salvati's innocent face, his perfectly combed blonde hair, and his teary-eyed plea for his father to stay home, and you have precisely the kind of emotional sentimentality I hate. Not a single moment in ""Little Boy"" is genuine, as it all feels conjured up through deliberately facile means of exploiting the audience's emotional complexes. This, in turn, making them think they've seen a good film when they've really just been played for fools.<br/><br/>Shedding tears to a film is something I'm no stranger of; I've probably done it more than a great deal of my peers to films that didn't even upset them. If a film can extract emotion from the audience, that means it has made them care about the characters on screen through numerous different things, including acting, directing, and writing. It's a powerful thing, and when it happens to you, you're almost surprised at yourself. However, ""Little Boy"" is going for the easily extractable tears. Its emotion comes from the aesthetics and how they manipulate the viewer and not from the characters or the situations themselves. Here, scenes beg weeping and other scenes beg you to have an ear-to-ear smile; nothing is subtle, nothing is left to the imagination.<br/><br/>The film's tagline is ""Believe the impossible,"" which is fitting because that's the only way one will receive much enjoyment from this film. Watching a seven-year-old stand before an enormous mountain and eventually come to move it through his faith may be a cute idea in theory, but to watch it happen, in a film that desperately wants you to believe what cannot be done regardless of how much faith a person has among countless other manipulative filmmaking strategies, makes for a desperately cloying movie-going experience.<br/><br/>NOTE: Take a second look at the title while you're at it too; recall high school history class if you must. It doesn't just mean what you think it means, and because of that, it adds one more frightening element to this film."
"pbtax","9","3","4","25 August 2015"," Nice film
","To be sure, this movie is melodramatic, but less so than Saving Private Ryan, for example. Also, improbable- but again, less than Saving Private Ryan and a large portion of the movies out there.<br/><br/>What is it? Just a very sweet (but not insulting), well acted movie that moves along at a brisk pace. The protagonist is terrific, and it is hard not to sympathize with him.<br/><br/>It is also a movie that has nothing disgusting. So it is a nice family movie, though it is NOT a children's movie.<br/><br/>The negative ratings, predictably, focus on the positive depiction of the Catholic Church. I would say it is realistic."
"alcantaraemil","10","3","4","17 August 2015"," Great movie. Highly recommended ...
","Must watch it now. Its such an inspiring and motivational movie that will uphold your spirit in enthusiasm through faith in God. The movie has a little to offer from any spectrum, whether your Christian or not. Overall, its a great family movie. You will not be disappointed. Its a movie we can all relate in some sense. It deals with a very interesting motif from a boy seeking and yearning to regain his love for his father. I believe that this movie also makes justice for all of the veterans that have fought in war. Although the movie is not as ""actiony"" as I would have hoped, it brings just the right amount of hope and drama to make it a great film. The combination of the screenplay, director and actors make the perfect unity to explode a great defining film in which enhances the audience knowledge on war. :)"
"asep-supriyadi1","9","3","4","15 August 2015"," The best movie i've watched so far in 2015
","Since i have the movie, i watched it 3 times already and don't get bored yet. i just love the movie very much. first time i watched, by myself and my tears just fell down. second time i asked my dad to watch with me, and i can see he got tears as well, and then my niece, and she was crying too. and my tears still fell down. <br/><br/>This movie got all elements in one. bully, discrimination, honest, trust, and the most important thing is BELIEVE. If you believe it, you can make the impossible possible.<br/><br/>It is funny and sad story in one. Beside all of it, i always love father-son/daughter relationship themes. And i think this movie is done it right. this is about a kid tries his best to make his father back from war. he is willing to do anything to make his father back even for the impossible things or let say stupid things that he believes is the right thing to do.<br/><br/>I really enjoyed all the elements in this movie, the story, the casts, everything... my prediction is Jakob Salvati and Emily Watson will get nomination for Oscar next year for the best actor and best supporting actress, they both are brilliant. Jakob Salvati is so very adorable, he is really great in this movie and Emily Watson is very mother like. i really admire both of them, beside the other casts, they are great too.<br/><br/>Don't hear/read what the critics said... better to watch it first and see you will like in the first 5 minutes or not. if you like the first 5 minutes, i think you will enjoy the rest of the movie... and wait till the end... i believe you will get your tears down as well... i hope you enjoy the movie :)"
"mads-slot","8","3","4","15 August 2015"," Stunning film, I cried when it ended
","Perfect movie that symbolize hope, courage and love. I wasn't expecting much, but it blew me away. The movie screams out what it want to say and thats just fantastic! Def. a must watch for any movie lovers! The story is about a little boy that wants his father back so much from the war that he is willing to do everything that stands in his little heart to make it happen. The acting from all participating in the movie is amazing. The whole movie is on a sad/funny/lovely level all the time. Do yourself a favor and watch it when you have time, you wont regret it.<br/><br/>I will give this movie: 8/10"
"samnlm","10","3","4","8 August 2015"," Top Movie of 2015 is Little Boy
","You know how the National Film Registry usually waits a few years or sometimes, decades before they preserve a movie; for being culturally, historically, aesthetically significant? No need to wait on this one, just add ""Little Boy"" to the list.<br/><br/>This movie is a masterpiece and is movie-making at its finest. There are four main characters: the small undersized boy, the boy's mother, the priest, and the Japanese American. What makes the movie amazing is how the townspeople are teaching the boy about life.<br/><br/>The Little Boy begins asking questions and turns the tables on the entire town. They all learn about life through him. The movie takes twenty-one out of twenty-four genres and rolls them into one: mystery, love, drama, comedy, history, war, etc. Watch/buy it again, give the DVD out as a gift to enemies/friends: they will admire you for your insight and may invite you over to the apartment/cottage/house for dinner. Yes, it's that good!"
"jimfarley1025","2","12","25","28 December 2015"," Confused clichés
","I started to watch this for something to have on while waiting for football to start. I stayed to finish it because I was fascinated at just how awful the story was and wondered if, at any point there was going to be an attempt at elevation of the story, but no, nothing, never. It's been quite some time since I felt compelled to write a review on IMDb, but when I saw the overwhelmingly positive reviews of this film, I felt duty bound to add balance. Apparently, the director/writer of this film is of the opinion that complete ignorance of a topic shouldn't stand in the way of you making a story about it; not ignorance of the history of WWII or feudal Japan, ignorance of Catholic catechism, or even ignorance of human nature and cognition. None of these things stood in the way of the creation of this truly unbelievable story; and by unbelievable, I mean literally not-believable. Had I desired to suspend disbelief for the sake of the story, which should be the desire of the film maker, this movie continually destroys that suspense through one glaring display of ignorance after another.<br/><br/>In addition to the flaming historical ignorance that composes the plot elements of this movie, there is a complete lack of character development and a story line so facile I must believe that it was conceived by an eight-grader. The most amazing element of this film is that so many high-quality actors devoted the minutes it took them to phone in a basic performance. The child actors were actually better than one often gets, but with such facile material to work with, it's difficult to credit their performances with any redeeming value."
"gaurav-thewiz","10","4","6","8 August 2015"," Remarkable!
","This is one of the best movies that I have watched over the last decade. The acting, story and the characters are all very powerful. The story is about a young boy who has the will and determination to change the world around him. His partner, his best friend, his father is the world for him. A very positive movie that reinforces the fact that Hope is always one of the best thing that a person has and as long as you can in believe in it, it can change your life. <br/><br/>Tom Wilkinson as usual has a powerful screen presence, David Henrie (London) is gritty, Cary-Hiroyuki Tagawa as Hashimoto is seasoned as always but the true star of this movie is Jakob Salvati. Brilliant and power packed. <br/><br/>Must watch for everyone."
"willdahustla","10","4","7","23 August 2015"," A Must-ard See-d Movie
","This movie is incredibly genius. Best movie I've seen in a good while (and I watch a lot of movies). It will tug at every string in your soul. Call me soft but I was tough 2 hours ago. After watching this movie I have to say to those of you out there who don't believe in a higher power, 'watch this movie'. It sends a message that even without faith, holding on to hope is very important, and this movie shows us that we can be a different breed of human if we believe in ourselves and invest our energy for better outcomes in life no matter what issues or problems we face. I believe Little Boy (even if only a little bit) has made me a better person. If you have doubts, see this movie for yourself and let it move you too..."
