"username","rating","helpful","total","date","title","review"
"851222","9","0","0","29 March 2017"," Excellent Action / Thriller with Superb Lead Performances
","Greetings from Lithuania.<br/><br/>""Training Day"" (2001) is definitely one of the most memorable action thrillers that came in a period 2001 - 2010. It has amazing acting by two leads, which is thousand times better then in your usual genre movie, acting by Denzel Washington and Ethan Hawke is one of the kind here. Denzel creates this Alonzo guy - a crooked cop on the edge so memorable, that it actually carries this movie in higher realms. No wonder he won Oscar for this performance, when usually no one wins Oscars for action movies - it is a statement of this performance is one of the kind. Directing by Antoine Fuqua was great as well as solid script by David Ayer. It is an intense, involving movie that you kinda can't stop watching no matter how many times you have seen it whenever you catch it on TV - it is that good.<br/><br/>Overall, ""Training Day"" is a great genre movie which goes above the rest genre movies because of a legendary performance by Denzel Washington. solid script and good directing. You can't ask more from a straightforward action thriller."
"plainpatrickatyahoodotcom","10","0","0","15 March 2017"," Denzel Shines. Worthy Oscar Nod - His 2nd
","Glory was a breakthrough role for Denzel This is the 2nd best work he has done. I might mention that while I was studying theater at Lehman College, Denzel was still making his bones on Carbon Copy (with George Segal of Goldbergs fame) and St. Elsewhere. Unfortunately Denzel, I did not graduate from Fordham. Excellent work. 10 out of 10.<br/><br/>Where is David Morse today? LOL Everywhere!!"
"saurabh_97","8","0","0","10 December 2016"," This training is not what he'd expected.
","Training Day seems passionately made and well crafted. It's fast paced from the start, scene-to-scene, though slows down at some places, likely for the need of character development. One small scene where Alonzo talks to his son in Spanish, is emotionally captivating, even when one is unaware of the language; and most importantly - describes his somewhat affection for his closed one, amidst his brutal actions and dialogues throughout the movie. <br/><br/>What Denzel Washington's character (Alonzo) mostly does is evidently the 'wrong' convention of doing things; it does sometimes looks like this 'cop' has a pretty decent idea about how things work (he even exclaims during one scene, ""Nothing's free in this world, Jake. Not even arrest.."") This makes Alonzo implausible.<br/><br/>The film aptly uses the location of Los Angeles, which suffers from the socio-economic issue of drug cartels and gang wars, also relevant to the plot's context.<br/><br/>I've seen it once as of, but definitely wouldn't mind watching again, since it's no-campy, complex story line makes one to delve deeper into it's dialogues, thus increasing it's re-playing ability."
"sharky_55","7","0","0","15 November 2016"," Strong safety, huh?
","Ethan Hawke has made a career out of perfecting the nervous smile and candid shake of the head. Even as he gets older he has retained that youthful naivety about him. In Lord of War I noted he was woefully miscast as the FBI hotshot - Hawke is not the arrogant, in control type. In Training Day he is a different brand of law enforcement, where his character plays to his strengths. In the beginning Jake Hoyt feigns confidence and ambition, but soon after is immediately wringing his hands and vibrating with a nervous energy because of the things he is being asked to do (he put this aura to great use as the fresh faced teenager in Before Sunrise). Hawke is like a modern Jack Lemmon, but dropped into a urban, unforgiving environment and a tireless role. His body is withered and lean, with a scratchy, unkempt beard as a symptom of long nights. He represents a rat, a narcotics cops scurrying over to the dark side. <br/><br/>Alonzo Harris is his opposite, who shares the same traits as Hoyt that might sooner mistake him for a dealer instead of a cop. Washington is relentless to the point of being overblown; with his skullcap, black 'matrix style' trenchcoat, silver crucifix necklace and penchant for double wielding pistols (with one aligned in the 'kill-shot' position), he treads the dangerous line between authenticity and the Hollywood vision of the edgy, corrupt cop. His dialogue is fast and furious, showcasing his 'street' knowledge and his wielding of racial capital to play both sides of the thin blue line closely, and often recklessly. In another world it would be easy to imagine him as a drug kingpin. <br/><br/>It is this approach that leads to Hoyt's first challenge. Harris underlines the offer with a bit of wisdom that makes so much sense that almost makes up for his methods: to be a narc you must know and love the drug. The second part of his nefarious plan is to lace the joint with PCP and create a trial of evidence that will later come into play. The 'drug vision', shot from the perspective of the dazed Hoyt, is where the film shows some of its false colours. It's ridiculous, highlighted with a nightmarish green tint, canted dutch angle and erratic shaky-cam straight out of some Don't Do Drugs PSA for a high school crowd. The nauseous combo with extreme close-ups barrelling in on the young rookie's reactions are part of Fuqua's treatment of 'realism', albeit a shiny, sanitised version of working narcotics. Occasionally, he even is allowed to splurge, and the result of this is a dramatic rooftop meeting of similarly corrupt cops about to raid an informant, or as they call it, 'cashing in an account'. We understand that each of the four have gone through the same trial by fire that Hoyt is being pushed through. But what's wrong with a Starbucks?<br/><br/>The ideal behind Hawke's Hoyt is a good one, if not simplistic. An early scene tacks a wife and child onto him like some sort of moral compass point, but not as part of a three dimensional character. He's an amalgamation of the characteristics that we and Hollywood like to see often in movies - white, middle class, young father, morally upright. Fuqua aligns the audience alongside him, and we nod and agree with his moral choices, before all that is upended and we discover that the streets operate on an entirely different level than the cinematic black and whites we are so used to. But the film also falls victim at the same crux. It posits that sometimes the bad guys win and that simple morality might not always be such an easy out, but then lets the angelic protagonist navigate the messy and heartless territory it has worked so hard to establish with relative ease and a few convenient narrative strokes. <br/><br/>Training Day recalls other tangled crime dramas about figures trying to navigate the corrupt waters of the system, in particular the Hong Kong film Infernal Affairs and its more well known western counterpart, The Departed. While the former wears its pulp on its sleeve by using a flashy action aesthetic and showy, soap-opera-esque flashbacks to push the narrative along, the latter was well and truly americanised. As with many of Scorsese's films it verges on the point of being overdone, stretched an extra fifty minutes and made gritty, grey and quietly devastating. A distinct difference lies in the treatment of the undercover gang member who infiltrates the police system: the original had a way of swinging allegiances and evoking Buddhist sentiments of a perpetual guilt, whilst Scorsese all but batters Matt Damon into the ground, leaving no room for dispute. Interestingly, Training Day was released but a month after the 9/11 attacks, with the American public distraught, and fear and paranoia running rampant. In that climate a cop could do no wrong. Nowadays I look around and see a very different environment, one where the lessons of Training Day might not be so shocking. While the two former films are more or less straight thrillers, Training Day attempts to say a little more, but it's not entirely successful either."
"kmanteaw","9","0","0","14 September 2016"," Amazing Film
","What A Movie ! I Would Definitely Recommend Watching It. Denzel & Ethan's Acting Was Fantastic. The Storyline Itself Caught My Attention And Drew Me In. I Have A Lot Of Favourite Scenes In The Film, The Shots & Filming Was Definitely On Point. I Would Give It A Rating Of 8/10. Extremely High.<br/><br/>If You Are A Fan Of Denzel Washington, Then This Movie Is For You. It Was Different To See Denzel As The Villain But It Was Played So Well. Alonzo (Denzel Washington) Is A Feisty Character, Who Will Stop At Nothing Till He Gets What He Wants. A Big Well Done To The Director Antoine Fuqua On Making This Movie Happen. This Is One Of Those Movies You Can Watch Again And Again And Again."
"NateWatchesCoolMovies","10","0","0","22 July 2016"," Superb crime drama. Incendiary work from Washington
","""To protect the sheep, you gotta catch the wolf, and it takes a wolf to catch a wolf."" This questionable sentiment is how rogue LAPD detective Alonzo Harris (Denzel Washington) justifies a heavy laundry list of dirty deeds, scary volatility, sociopathic backstabbing and a complete disregard for the badge that he wears on a chain like dog tags. And indeed, inner city Los Angeles can seem like a war zone, but its like he's in fact more part of the problem than the dark angel of justice he sees in himself. Antoine Fuqua's combustible crime drama Training Day rightly won Washington an Oscar for his unsettling runaway train of a performance, and he owns it down to the last maniacal mannerism and manipulative tactic. The film takes place over one smoggy L.A. day (hence the title) that feels like an eternity for its two leads, as well as all the colorful and often terrifying people they meet along the yellow brick road that's paved with used needles and shell casings. Harris is tasked with showing rookie cop Jake Hoyt (Ethan Hawke) the ropes in his neighborhood, in the hopes that he'll pass the test and achieve Narc status. Jake is prepared for a run of the mill crash course, but as soon as he's treated to a verbal beatdown from Harris in the diner they meet at, he has a feeling it ain't gonna be anywhere close to a normal day. This is just another day for Harris though, as he drags Hoyt by the scruff through drug busts, gang warfare, the worst neighborhood in town and pulls him deeper into his very dangerous world. Fuqua has a knack for getting the atmosphere of his settings just pitch perfect, and the feverish nightmare of the inner city comes alive, seemingly possessing the characters themselves until the atrocities just seem like a way of life. The trouble really starts when they run across Harris's old drug lord buddy Roger (a wicked Scott Glenn in a role originally intended for Mickey Rourke), who proves a valuable asset later, though not in the way you might think. Harris introduces Jake to his equally crooked and scary team, including Peter Greene, Nick Chinlund and Dr. Dre who struggles in the acting department, especially in a room full of such heavy hitters. Jake is aghast at the horrors he sees and cannot believe the streets are like this. Harris devilishly assures him that this is the job, mutilating the symbol of his badge even more by justifying such behaviour as necessary. Tension reaches unbearable heights during a visit to a Latino gang household run by Cliff Curtis, Raymond Cruz and the eternally scary Noel Gugliemi. This is the heart of darkness fpr the film, a story beat from which there is seemingly no escape, until it becomes clear that Jake has somehow evolved a step up the food chain as far as LA goes, and is now ready to put down the dog who taught him, a dog who has long been rabid. People complain that the final act degenerates into a routine action sequence. Couldn't disagree more. With a setup so primed with explosive conflict, it can't end up anywhere else but an all out man to man scrap, which when followed by no flat out action sequences earlier in the film, hits hard. Their inevitable confrontation is a powerhouse, especially from Washington, who finally loses his composure and yowls like a trapped coyote, his actions caught up to him. In a role originally intended for Tom Sizemore (who would have rocked it in his own way) I'm glad Denzel got a crack at it, for he's absolute dynamite. Watch for Harris Yulin, Raymond J. Barry and Tom Berenger as the three senior LAPD dick heads, Eva Mendes as Alonzo's girlfriend, Macy Gray as a screeching banshee of a ghetto whore and Snoop Dogg as your friendly neighborhood wheelchair bound crack dealer. Fuqua keeps attention rooted on the dynamic between Washington and Hawke, who is excellent in as role that could have easily been swallowed up by Washington's monster of of a performance. Hawke holds his own, and the film is really about how two very different guys view a difficult area of town, how it changes them both, and ultimately how their moral compasses end up on a collision course. One of the best crime framas out there, and quickly becoming timeless."
"Uriah43","7","0","0","18 February 2016"," Street Justice
","With his hopes for one day making detective firmly in mind, a young Los Angeles cop by the name of ""Jake Hoyt"" (Ethan Hawke) is excited about his new transfer to the narcotics division. To assist in his training he is accompanied by the man in charge of the division, ""Detective Alonzo Harris"" (Denzel Washington) who shows him the ropes for the first 24 hours. During this time he quickly learns that the rules he has been taught at the police academy do not apply and that his life is in jeopardy if he fails to adapt. He also learns that there is another sort of justice other than that rendered by the courtsâ€”street justice. Now rather than reveal any more I will just say that this was movie offers a no-holds-barred glimpse at the ""war on drugs"" and gang activity from the perspective of those living in the eye of the storm--and it isn't very pretty. The movie, on the other hand, was certainly entertaining enough with Denzel Washington performing in an excellent manner as did Ethan Hawke to a lesser extent. That said, I have rated the movie accordingly. Above average."
"akupm","7","0","0","6 January 2014"," Training Day
","In my thoughts, 'Training Day' had a great visual, such as eye capturing cinematography, street productions and costume desighing. I felt like there were some unnecessary close ups on the fantastic portraits. On the other hand, the balanced cinematography was suitable for each scene. <br/><br/>To Add, the title had apprpopiate music for the street theme film, for example electronic and rap smash hits. The soundtrack was played when needed. <br/><br/>In addition, the storyline explored youth gang coulture and corruption in communities but it could of dug into a massive picture on the criminal subject matter. The black humour made my face burst into laughter because the dialogue and body language. David Ayer did a brilliant job with the screenplay. <br/><br/>I am triggered to giving Antoine Fuqua's directed picture a 7/10."
"doom-ca","8","0","0","24 April 2013"," Wife slept - I loved it!
","OK so not a chick flick. That's for certain. One of my all time favorites about a experienced cop that takes on a rookie for a day of training, the twist as we soon find out is that this veteran cop seems a little jagged. Yah let's leave it at that jagged. Not your standard protocol blue suit version of narcotics officer. <br/><br/>If you have never seen this movie I envy you because you are going to go on a roller coaster of an adventure full of all the best stuff that makes for cop movies but not with the standard plot. There is no who done it. There is no damsel in distress, but instead a plot that will have you saying: ""holy smokes what an awesome movie."" You'll love the banter in this movie it's awesome, some of the best cop dialogue ever written. Realistic. And the delivery...well<br/><br/>If you are a Denzel Washington fan, it's probably a stronger performance than ""Flight,"" although they are diametrically opposed as movies. Flight is far more internal and cerebral where as ""Training Day,"" is unmistakeably in your face. You'll love the banter, the plot, you'll cheer for the protagonist and most of all you'll have all the popcorn you yourself when Your wife nods off to sleep.<br/><br/>Take care and enjoy the flick Seebs"
"deatman9","9","0","0","28 June 2011"," The reason Denzel won an Oscar
","This is my review of training day one of my favourite movies of all time and in my opinion one of the best movies ever made.<br/><br/>This is the story of an up and coming beat cop (Hawke)who is striving to become a detective.<br/><br/>To do so he has to spend some time first with an experienced detective. (Denzel) Though as the movie progresses you discover that his highly praised mentor is not all he is made out to be.<br/><br/>This is hands down Denzels and Hawkes best performance followed by a very good script and solid directing. This is a must see for anyone who loves Denzel Hawke or crime dramas. See this movie"
"hanvl","8","0","0","17 March 2011"," Great Denzel Washington
","Young, inexperienced naive cop (Ethan Hawke) was transferred in special narcotic department of quite famous and tough cop Alonso (Denzel Washington). Has one try out day in which Alonso should see if he is good enough to enter his team. As the day continues he begins to see that Alonso is quite different form how cop should be and that he not only bend the rules but thrown them all together. But worse thinks will come. This experience is going to change him forever. Story of his film is very good, and a few times I was really surprised by what happened. Acting is good but everyone pales in contrast to Washington who in the role of baddie is great. I think he should play bad characters more often, this one really suited him."
"craneger","8","0","0","24 November 2010"," Alonzo's betrayal . . .
","There is one quick line in this feature that is pivotal to the plot: when Alonzo takes Jake to see Roger, the dealer, Roger asks Alonzo about the Russians. Roger says, "" . . . you know I've got your back."" So, think about the irony: Roger was promising Alonzo protection from the Russians; if Alonzo had not killed Roger, he would have been safe! This, I believe, is the supreme irony of Alonzo's reckless campaign to save his life by killing the one man who was prepared to save him. The hubris that Alonzo demonstrated is a symptom of his arrogant self-reliance - he planned everything in order to get his money, with no thought for the lives of those whom he used to achieve it. And this ties back to the joke Roger told Jake about the snail: Alonzo is like the snail in that he thought he could go anywhere or do anything without being stopped!"
"mr_lazz","9","0","0","4 July 2010"," Amazing movie!
","One word: Amazing! That's what this movie is. It's one of the best movies I've ever seen. It's about a cop (Ethan Hawke) trying to get into narcotic, having his training day. But soon enough, you'll see that Alonzo is not your typical good cop. He's making money on a not so legal way. He's basically a corrupt cop. The actors performances were absolutely top-notch. Directing was superb and the storyline is believable. My only complain about the movie was that some scenes were just unnecessary. They could have been left out. Definitely a recommended for anybody! Buy it on DVD as soon as you can. And, don't watch it with children around, because it can get a bit too violent at sometimes."
"rowmorg","9","0","0","30 June 2010"," You wanna go to jail or you wanna go home?
","Wow, I just wrote nine --- can't believe it. May have to change it later.<br/><br/>The great Denzel Washington covered in bling and driving a retro car with hydraulic raised suspension. He's the super streetwise narcotics officer.<br/><br/>The mighty talented Ethan Hawke (a novelist in private life) a super-straight guy with 19 months on the LAPD. It'a his training day: he wants to go through narcotics and become a detective.<br/><br/>Put 'em in the blender and mix. The result is explosive.<br/><br/>A powerful script by David Ayer, fine casting, including hip black performers, and superb direction by Fuque, and this flick cooks."
"neil3styleuk","9","0","0","19 May 2010"," Great Plot, Great Action, Great Acting
","They don't come much better than training day, you can take all the special effects from avatar and it still cant compete with this movie. The plot is gritty and will keep you entertained throughout the movie, the action sequences are also very good, well shot and well choreographed there are no over the top scenes which makes it very realistic. The script is brilliantly acted by ethan hawke but denzel steals the show here he makes the alonzo character his own and no ther acter could have played a better part.<br/><br/>There are also some good cameo roles from snoop dog and Dr. Dre all are played well.<br/><br/>One of the best films i have seen i watched it in 2001 and can still watch it today. It is a great portrayal of street life etc a must see!"
"sjd615","7","0","0","28 March 2010"," Good Sunday Night Entertainment 7/10
","raining day was pretty good Sunday night entertainment for my family and I. After watching this movie I am not sure if this met my expectations of this movie even 9 years after its release. Alonzo(Washington) and his role really makes me wonder how corrupt and crazy our law systems and society is in the streets and the suburbs. The movie was a pretty long two hours but it kept you in it so it did not feel like it was dragging. Many people say they are unhappy with the climax or the big turning point but i was content with the ending if that helps at all. Everything was realistic, the actors were awesome and the movie really makes you have a connection for whats going on. It is sort of a movie where you actually have to pay attention and it is not predictable unless you ruin it for yourself. Overall, I do recommend seeing it, I have the DVD where I am not sure if I will watch it again anytime soon but it is a movie Id like to watch a second time to see what I missed thats how much was involved in this movie"
"rhett_black","7","0","0","1 March 2010"," Training Day Review
","Complex & Action Packed. Training Day hosts the Denzel Washington at his best with his witty humour & exceptionally clever attitude. This film does explore the nature of good cop, bad cop between Washington & Ethan Hawke but more interestingly shows a corrupt drug crime fighting unit that Hawke as LAPD Cop Jake Hoyt alone must battle. Truly scary stuff with the thrilling situations Hawke finds himself in including a very traumatic bathtub scene. Washington is definitely the bad guy but you can't help liking him because of his smooth talking & heroic type lifestyle as Detective Alonzo & his black 1979 Chevrolet Monte Carlo lowrider. Must See."
"pcurry731","Null","0","0","14 November 2009"," i think this way bar-none denzel hottest movie..
","he was so hot I had to go to yourbestkeptsecret.com and it was all joy for me to go there and figure out what I wanted to do with this site. snoop dog look the part and Dr. Dre was just himself denzel played the hell out of Alonzo.. he was the sexiest i had ever seen him maybe it was because he was playing a bad boy and had a fade working I don't know , but it was one of the movies I had to buy for my archives. Macy gray was great also in this movie she did not have to move far from her self to play this role...she was great in this and i tip my hat off to her.. lets not for get about Eva wow.. what a part to have with denzel and to be able to have a love scene with him only a girl would dream to have ."
"joaocruzferreira","8","0","0","18 July 2007"," The Very Best of Zel
","""Good Cop / Bad Cop""<br/><br/>""Training Day"" throws the rules out of the window and hits you in the face with a brutal and highly entertaining story of good cop/bad cop as we are taken on an urban trip of one day on the job for rookie narcotics officer Jake Hoyt (Ethan Hawke) and his training officer Alonzo Harris (Denzel Washington). When Harris begins to cross the line, Jake finds himself willing to look the other way.<br/><br/>Amazingly set over the course of 24 hours, the movie is a look at the seductive nature of corruption, how deeply it can bloom and how its ruinous consequences permanently stain anyone who comes in contact with it.<br/><br/>Washington radiates a wicked, malicious magnetism he's never displayed, by way of contrast with the heroic roles he usually takes on. This is the first villainous turn of his career. Being bad brings out the best in Washington, and his performance elevates ""Training Day"" past its familiar street-cops scenario into something far richer. Denzel is surely the star of this film and was quite deserving of his ""Best Actor in a Leading Role"" academy award, even though I am sure many people claim Russell Crowe deserved it more for ""A Beautiful Mind"". In my opinion, the winner should have actually been Sean Penn for his work in ""I Am Sam"". However, I also think Ethan Hawke deserves some praise, this is a guy that has grown on me over the past few years, especially with this film and ""Before Sunset"".<br/><br/>Obviously Training Day is an example of a movie that showcases the talent of everyone involved, especially the talent of director Antoine Fuqua who, in my opinion, is not getting enough work but I am absolutely sure we will see more from him soon enough. 9/10"
"DunnDeeDaGreat","10","6","20","10 January 2002"," Give Denzel another Oscar Nod
","Training Day is one of Denzel best performances since Malcom X. The way he comes off as Alzono makes you fear this cop and what he may actually do to you. The cinematgraphy is great and the direction by Fuqua is very tight. Ethan Hawke in the second lead plays his role very well, but it's Denzel who makes this movie. This is one of the best movies of 2001. 10/10."
"LoupGarouTFTs","1","5","16","27 October 2007"," What was the point of this movie?
","The viewer is supposed to believe that all of these events took place in a 24-hour period. If I believed that the cops in my area pulled that much stuff in one year then I would want to have them run out of town on a rail. Worse, we are not given any strong reasons for the characters doing what they did. It was like ""let's make a dirty cop movie and throw in all of the ugliness that we can"" and the plot went no further than that.<br/><br/>I kept waiting for something redeeming to happen in this movie and it never happened. It was an ugly, obscenity-laced piece of garbage that presented black cops in a negative stereotypical light. All it did was further the glamorized hip-hop gangsta lifestyle and pound another nail into some poor viewer's coffin. I usually like Denzel Washington, but in this film I felt ashamed for him. I originally gave it a four, but I'm changing it to a one, now that I've had the chance to think about it."
"pogostiks","6","3","8","10 March 2008"," major problem with this film
","Warning! SPOILERS galore!<br/><br/>I was genuinely interested in this film to begin with... and I absolutely loved the acting of both Denzel Washington and Ethan Hawke.<br/><br/>BUT - about three quarters of the way through this thing I could no longer suspend disbelief.There are just too many things that accumulate for this film to be taken as seriously as it could have been...<br/><br/>Yes, there are rogue cops out there. That is not my problem with this film. It probably comes extremely close to the truth when showing how corrupt the cops can be - and also probably very close to what the streets and their scum are like.<br/><br/>The problem is with what happens to Ethan Hawke during the day in the life ... First problem. He smokes some pot laced with crack. He is totally out of his head... but probably not long enough to be realistic. He should probably have been almost totally knocked out for several hours... but it seems like only an hour or so after being high he is charging down a street and capturing totally by himself two would-be rapists... Not bloody likely. (And while I'm at it, I can't imagine real cops walking away from the perps leaving them with their handcuffs on... they would have at least taken back their equipment!<br/><br/>Please remember that one of the rapists kicks Ethan in the side at least two or three times during their scuffle. <br/><br/>Second: Ethan gets beaten up a second time by the hoods in the house where he is left by Washington. Sorry, but anyone who has been beaten up once by rapists and then beaten up a second time by these hoods would have been barely able to walk or do anything for the rest of the night. But not Ethan... he goes after Washington, and not only gets into a tumbledown fight that should ALSO have left him totally unable to move - but he actually jumps off a roof onto the windshield of a moving car and is STILL able to walk and operate on a pretty high level. <br/><br/>Sorry, but if anyone reading this has ever taken even a quarter of the punishment Ethan does in this film, they would know that he would have been inoperative for most of the day... and certainly not in any shape to get through the last quarter hour of this film; Like, who is this guy, anyway? Superman?<br/><br/>Third: How many 4 year old kids do you know that would trust a guy he's never met more than his own father? How many women who greet their man the way Washington's girlfriend (wife?) does when they stop off for lunch - would abandon him so quickly near the end? She grabs up her kid but does nothing to help protect Washington... and there is no explanation of why.<br/><br/>I could go on - but why bother? There are so many holes in this film that although I liked much of it - and could believe the angle of the rogue cops etc... there is just no way that someone like Ethan would have been able to physically make it through this day.<br/><br/>Oh, and by the way - in a town of how many millions, what would the odds be that the ONE 14 year-old girl who Ethan saves from being raped would turn out to be related to one of the hoods who is supposed to have killed him for Washington? Oh, come on! That is the weakest part of the entire plot. Could anyone who took two seconds to THINK really accept such a corny device? One would have better odds trying to win the lottery!<br/><br/>All of this means that the film is really pretty stupid - or taking its audience for dunces... The only reason I gave this film a 6 instead of a 4 is because it is well-shot and well- acted."
"philip_vanderveken","7","6","22","12 September 2004"," Don't mind the critics, this movie is good stuff!
","Before watching the movie I had read some good and some bad credits about this movie. Some said it was overrated, that it wasn't realistic at all... Others said that it was the best movie they had ever seen. I saw the movie for the first time three years after it appeared in the theaters. Perhaps that is why I wasn't as influenced by the hype which was created around the movie as some other people may have been. Overall I liked the movie, though I wasn't very impressed with the first 20 to 30 minutes.<br/><br/>What is the story about? The young police officer, Jake Hoyt, who has a perfect family, wants to get a better job within the LAPD. He doesn't want to write parking tickets for the rest of his life, but wants to become a detective in the Narcotica Brigade. To get this job, he will get some help and advice from a detective which is already chasing the bad guys for many years, but who isn't afraid to cross the line from time to time. Hoyt will have to make some big decisions, will he stay the good cop or will he cross the line as well?<br/><br/>This movie may be a little predictable from time to time, but overall there are enough twists and unexpected plots to keep you focused and interested. The action is well portrayed, without exaggerating and Denzel Washington is really fabulous. I guess many people were a little bit disappointed because he played another part than what they expected from him. I liked him and I would advice everyone to watch the movie. To me this is worth at least 7/10, perhaps even a little bit more."
"Libretio","4","5","18","31 December 2004"," Cynical crime drama
","TRAINING DAY <br/><br/>Aspect ratio: 2.39:1 (J-D-C Scope)<br/><br/>Sound formats: Dolby Digital / DTS / SDDS<br/><br/>A rookie police officer (Ethan Hawke) joins an elite undercover drugs squad and is partnered with an older cop (Denzel Washington) who turns out to be just as corrupt and dangerous as any lowlife criminal.<br/><br/>Antoine Fuqua's cynical crime drama features an award-winning performance by Denzel ('Gimme an Oscar') Washington as the crooked cop who believes in breaking the law to enforce the law (""To protect sheep, you gotta catch the wolf - and it takes a wolf to catch a wolf!""), and whose methods are tacitly approved by his bloated, cynical superiors. Clearly inspired by recent events within the LAPD, TRAINING DAY is told from Hawke's point of view, allowing the audience to share in his escalating sense of outrage, until he's finally tipped over the edge by a monstrous betrayal of trust. But, like any number of exploitation movies before it (even those as polished and presentable as this one), TRAINING DAY is conservative in thought and deed: Washington is sexy, dynamic and evil to the bone, and the movie wallows in his decadence before concluding with an audience-pleasing showdown between Good and Evil. The movie is dramatic and watchable, but it's also trite and superficial, and it leaves a bitter aftertaste."
"pinkprincessgirl","6","2","5","16 November 2019"," Cheesy as hell
","Did i watch the same movie as other people who scored it so highly? This was the most cheesy storyline with stereotypical support actors and unbelievable scenes, cheesy scripting..."
"strangerdave-2","2","2","5","28 January 2015"," Oh Unhappy ""Day""
","Being nominated for an Academy Award once meant something. While it didn't necessarily guarantee that a motion picture was excellent, you could be fairly certain that it would be at least entertaining; at least a little original, at least a respectable representative of its genre. WINNING an award meant that it was almost surely an instant classic.<br/><br/>My, how times have changed. This predictable, over-the-top, been-there- seen-that police ""thriller"" is SO exaggerated in its character stereotypes, action scenes, plot lines, and situational crises that it borders on camp. Maybe that's what the makers of this dreadful garbage had in mind when they slapped it together. If so, they failed, but not nearly as badly as if being campy wasn't the intent. And I'm pretty sure it wasn't.<br/><br/>Probably the best that can be said for Training Day is that it isn't quite as execrable as some other cop movies that have come down the pike in recent years. (Take Takers. Please.) But it's among the worst I've ever had the displeasure to sit through. Two thumbs down. I'd give it more, but I only have two thumbs."
"ajackaln","3","2","5","9 April 2010"," good performances , bad and uncooked story !
","I had read lots of great reviews on this title but unfortunately I have to admit that I was disappointed after watched it. <br/><br/>Denzel Washington gave a strong performance as usual but I think for the very first time in his career played a negative African - American role. Ethan Hawke was surprisingly great at his role although his role did not have much of affection to show just many physical action. <br/><br/>you may think if the performances were good then how come you did not like it ! <br/><br/>Answer to that question is simple , it takes more than just big names or good performances to make a movie that everybody can connect to. the most important element is the story. unfortunately the story of the Training day was kind of childish, very unreal and raw! the writers had to cook the story more and answer basic questions on the minds of the audience about the sequences of the movie. for example we never realized who were those Latino guys ? who was Eva Mendez , a girl Washington sleeps with , a whore or his wife ? why didn't anybody help Washington in the neighborhood? <br/><br/>The biggest turn off for me was the scene where Hawke shot Washington! it was so unreal! first of all , in real life LAPD guys are trained to shoot and they don't flirt with the suspect just like Hawke did with Washington , they count to 3 or maximum of 5 and then boom they shoot! they don't wait for your bullshit ! second of all , in real life and in an African - American neighborhood no White has the balls to stand with a gun in his hand shooting another African American while he does not have ANYTHING to show that he is a cop! <br/><br/>Another questionable scene was at the same moment , when Hawke was going away with the money , Washington who was shot in the butt was jumping up and down ! who on earth can even stand with a bullet in his butt ???? Or how strong a very average and kind of slim man like Hawke can be to survive all that punches he got from Washington , jumping down from a building and still being the tough guy and standing on his feet and giving the bad guy to justice ! <br/><br/>I know it's just a movie but , what I'm trying to say is : <br/><br/>entertain us , don't ridicule us!"
"bejaranoleo","10","2","5","23 March 2010"," Training Day
","I have seen many Denzel Washington films, but this might just be his masterpiece. From watching Denzel in other films, i never thought that i could ever see him play the antagonist. But to my surprise he did a wonderful job. The way that he allowed us to see that his character was this brutal, uncaring person that was only looking out for himself; its what makes him such a stupendous actor.<br/><br/>I also have to say that the film was very well directed. this movie was authentic, it shows some of the things that happen in real life and in the real world. some of the pressure that is put on some police officer in the corrupt world of the law.<br/><br/>It is good to know that there is some officer that would still rather do the right thing, just like how Jake (Ethan Hawke) did.<br/><br/>Nevertheless in my opinion this is the best movie all of the actors in training day have worked in."
"butchfilms","10","2","5","14 October 2008"," Denzel Washington is excellent as Alonzo, a tough street wise cop
","What a great movie. I would put this movie between the best movies for men besides ""the good, the bad and the ugly"", ""pulp fiction"", ""die hard 1 & 2"" and ""predator"". Denzel Washington's performance as a tough cop Alonzo is terrific. For me there are just 2 movies ""pulp fiction"" and ""training day"" that have made me feel an exciting fast ride sensation since the first minute until the end.<br/><br/>The plot is about the first day of work of a rookie policeman called Jake (Ethan Hawke)who have to learn about the job from a tough street wise cop named Alonzo. During the day Jake is surprised how Alonzo handles different police's situations in a not by the book way, but Alonzo tells him this is how things are done in the field because you have to be a wolf in order to protect the sheep. Will Jake agree with Alonzo's methods to do the job?..... <br/><br/>I think a 7.5 is the correct grade for ""training day"" for its worth as a movie, but i give it a 10 because of the emotion that made me feel despite its common Hollywood's final. I think if this movie would have had a more realistic final part, ""training day"" would be considered one of the great movies of the decade and not just as a good action movie. <br/><br/>This is one of my all time favorite movies."
"SCHAGELA","9","4","15","6 May 2002"," Denzel as you've never seen him before
","After seeing The Lord Of The Rings, there was no doubt in my mind this flick would get all the main Oscars. How wrong I was! I watched Training Day after the Oscars were handed out and I truly must say I agree on Denzel winning the actors prize. In this movie you will see him as you've never seen before: a really bad cop who doesn't seem to care about anything. Very well played - also by Ethan Hawke by the way - and very nicely 'over the top'. A must see for lovers of police-thrillers. Great!!"
