"username","rating","helpful","total","date","title","review"
"optimism_always","10","82","128","22 January 2005"," Brilliant acting. Superb story based on events that happened in real life.
","Martin Scorcese's harsh and yet delicately balanced masterpiece rises above anything petty meaning that if one wishes and has the ability and means to create a Sicilian mafia movie he should do so with grandeur and put into it as much effort as possible for people remember those who take advantage of their talent and circumstances and are diligent in their undertakings. Casino is in my opinion an epic, but it's much more than that. This film speaks even to those who dislike the subject of organized crime. You have to be objective when judging this movie and those of us who criticize everything that stands out amongst the grey background of that which is mediocre are fools who envy others' accomplishments and view them as insults to their own personal uselessness. Casino is one of the best movies of the 90's. In fact, in my opinion, it's one of the best organized crime movies of all time. Its moral is that no matter how tough you think you are there's always someone you answer to and that you ultimately will, indeed, if you screw things up."
"RogueXVI","10","116","186","18 December 1998"," I never knew Sharon Stone was so talented
","What a fantastic movie, thanks to its cast, top heavy with stars and fine direction of the ""Oscar begging"" Martin Scorsese. Robert de Niro and Joe Pesci are great, as always, together. But, surprisingly, it's Sharon Stone that comes of with all the acting credit, she simply effervesces as the gold digging casino hustler. After witnessing her performance myself I couldn't agree more, and think she deserves a place above Susan Sarandon who ""stole"" the Academy Award from under Sharon's nose.  The photography is phenomenal and combined with great acting is a recipe for a classy film.  However occasional brilliant sequences, are often marred by the continuous commentary, which prevents any real, deep, emotional involvement with any of the characters.  Great stuff, just slightly flawed.9/10."
"The_Void","7","23","35","3 April 2005"," Entertaining, but it lacks bite and emotion
","Martin Scorsese's Casino has all the ingredients for a great crime film. It's got hits, bad language, Robert DeNiro, gambling, lots of Italian Americans - it's all there. Furthermore, it's got a great soundtrack, the Las Vegas setting makes for a great location and the acting is largely very good...but somehow, this just isn't a great film. Scorsese has missed the mark thanks to a lack of emotion. There is no reason to care for the characters in this movie, and that makes the film hard to connect with on the whole. The movie also follows the common Scorsese format, in that some guy gets rich and respected, then something bad happens and he finds himself back where he started. In fact, the ending of this movie is only an ""I'm a schmo"" away from being a complete copy of Goodfellas. Still, at least the movie manages to stay interesting for most of it's runtime, and it's easy to forgive the flaws when you're watching Joe Pesci threatening someone who's head he's jammed into a vice.<br/><br/>Casino lasts almost three hours, and it's fair to say therefore that this movie is overlong. It's not so bad for the first two hours, but once the film enters the final third; cracks begin to appear and the film isn't as interesting as it was, not much unlike Goodfellas; which also suffered from a trite final third. Tarantino's influence on cinema is felt in this movie, and that is obvious from the way that Scorsese has seen fit to saturate the movie in 'cool' old classics. Still, some of these songs; such as Fleetwood Mac's ""Go Your Own Way"" and The Animals' ""The House of the Rising Sun"" are really good songs and actually bode well with the action on screen. For this movie, Martin Scorsese has re-recruited the excellent pairing of Robert DeNiro and Joe Pesci, and both give their trademark excellent performances in this film. Casino may well be DeNiro's last great performance before he went on his downward spiral, which started with the fellow 1995 movie ""Heat"". On the whole, while this film is technically sound, it lacks emotional bite and there will be times during the film when your interest will trail off. It's an entertaining ride, but it's one that is ultimately shallow."
"jacobwilliamstein","10","8","10","20 August 2019"," Why don't they movies like this anymore?
","I have a huge reverence for movies like this. I feel Scorsese is the only director alive who can do it. If you are a fan of the genre watch it!"
"laertdg","10","6","7","4 June 2019"," Joe Pesci's best performance
","Typical Joe Pesci and De Niro. Character development at its finest combines with Scorceses slow and detailed but attractive storylines. A must watch!"
"BrandtSponseller","8","99","178","26 June 2005"," Very good but not without flaws
","Casino is a very good film. If you're at all interested in gangster/mafia films, or if you're at all a fan of director/co-writer Martin Scorsese, novelist/co-writer Nicholas Pileggi, or actors Robert De Niro, Joe Pesci, Sharon Stone or James Woods, then Casino is without a doubt a must-see. I'm a huge De Niro fan, and I'm a fan of Scorsese and Woods as well. I certainly enjoyed the film.<br/><br/>But I don't think that Casino is at all a ""perfect"" film. An 8 out of 10 may seem high, but if you're familiar with my reviews, you'll know that it's not that high of a score from me--it's closer to average from me. There are plenty of flaws here, and I'm going to spend some time pointing them out, particularly since the film receives so many 10's.<br/><br/>Casino is based on the story of Frank ""Lefty"" Rosenthal and the Stardust casino in Las Vegas. The Rosenthal character is here named Sam ""Ace"" Rothstein and is played by De Niro. The hotel became the Tangiers for the film. The mob backs Rothstein but has to set up a false front while Rothstein ""secretly"" runs the hotel, because of his gambling charges back East. He falls in love with and marries former hooker/call-girl and current Vegas hustler Ginger McKenna (Stone), who remains in love with her pimp, Lester Diamond (Woods). Meanwhile, mob strong-arm Nicky Santoro (Pesci) heads out to Vegas to protect Rothstein, but eventually ends up running his own rackets and trying to effectively take over the town. Casino is the story of the relationship and political problems that this cast of characters and a number of associates run into. It's roughly a gradual road to destruction for everyone involved.<br/><br/>The film is unusual in many ways. The most prominent oddity is that a large chunk of it is told via alternated narration from the two main characters, Rothstein and Santoro. The aim was probably to include a lot more of Pileggi's book, in a more literal way, than would have been possible through more conventional means. It's remarkable that the narration works as well as it does, especially because a lot of it is given a rapid-fire delivery. For at least the first 15 minutes, there is barely a pause in the narrational dialogue.<br/><br/>One of the reasons it works is because of the style that Scorsese uses to accompany it in the opening. He employs a lot of fast cuts while presenting very stylized, documentary-like footage. The opening feels as much like an entertaining behind-the-scenes look at how the typical casino works as it feels like a fictional film about gangsters.<br/><br/>Eventually, the film evolves from almost 100% narration to almost no narration (although the narration never completely leaves the film). This happens so subtly that one hardly notices. Scorsese's directorial style likewise evolves from the fast-cut documentary approach to something more conventional.<br/><br/>This is all well and good, but on the other hand, the gradual evolution can only happen because the film is so long--it clocks in just a couple minutes shy of 3 hours. That's a bit too long for the story being told. By at least the halfway point, it starts to feel a bit draggy. All the material is necessary to the story, but it could have been tightened up a lot more.<br/><br/>Another unusual aspect is the score/soundtrack, which consists primarily of pop hits from a wide time span--30 years or more. While I like the songs--I've owned the CD since it came out and I listen to it often enough--and the songs can help set the mood for some scenes, they become a bit too incessant and overbearing for the story after awhile. It begins to approach the dreaded ""mix tape"" mentality, where the songs are just there because the director wanted to share some bitchin' tunes that he likes a lot. A bit of ebb and flow with the music, and music better correlated to the drama, would have worked even better.<br/><br/>Presumably, Scorsese was shooting for something like a sensory assault, since that's what you get in Vegas. The visuals are filled with neon lights, flashy clothes (I love Rothstein's suits), flashy people and such. The soundtrack is probably meant to match. But in that case, if I were directing, I think I would have went for a combination of commissioned music that incorporated a lot of casino sounds, or that mimicked a lot of casino sounds--the cacophonous electronic symphony of various machines constantly going through their modes--with schmaltzy show tunes, ala Liza, Jerry Vale, Tom Jones, Wayne Newton, etc.<br/><br/>That Scorsese was trying to give a Vegas-styled sensory assault is also supported by the audio-visual contrast between the Vegas scenes and the scenes in other locations, such as Kansas City. So I can understand the motivation, but I'm not sure the final result exactly worked.<br/><br/>Of course the performances are exceptional, even if everyone is playing to type, except for maybe Woods. The plot and characters are written and performed so that the viewer can see the disasters coming way before the characters can--and that's how it should be. For example, as a viewer, you know as soon as it starts that it's a bad idea for Rothstein to kowtow to McKenna to win her hand in marriage, but Rothstein is blind in love and he ends up paying for it. Everything unfolds almost a bit predictably in this respect, and another slight flaw is that we're shown the penultimate moment of the film right at the very beginning. It tends to make it feel even more stretched out, as you keep anticipating that scene.<br/><br/>But the slight flaws shouldn't stop anyone from seeing this film, and of course, quite a few viewers feel that there are no flaws at all."
"dglova519","10","8","11","27 February 2006"," Scorsese strikes again with this must-see classic.
","Martin Scorsese strikes again with this raunchy classic about the Italian mob taking over the city of Las Vegas. De Niro excels as he plays 'Ace' Rothstein, a classy business man, who throughout the movie gains success and popularity which soon leads to his downfall. Pesci plays tough guy Nicky Santoro, who has more of an old fashion way of solving problems, but none the less, gains power and succeeds throughout this film. Sharon Stone was a flawless gem in this film. Sharon stole every scene if it was with her laughing, crying, sobbing or living it up. Casino is the most enjoyable film on the 90's, a must-see classic."
"CuriosityKilledShawn","9","15","24","27 April 2007"," Is it just me...
","...or is this the darkest black comedy ever made? I just find Casino so amusing and funny that I hardly even notice the grim violence and harrowing drama. I also think that Casino is far, far superior to the over-rated Goodfellas. Even though it's longer, it passes in a breeze. Casino is just so colorful, multi-layered and intricate despite it's apparent simplicity. The film has three different characters narrating the story but none of it feels like exposition and it's never over-bearing.<br/><br/>Adapted from a true story, the film focuses on the fictional Tangiers Casino in Las Vegas. The boss is Sam 'Ace' Rothstein, his wife, volatile hustler Ginger and his psychotic 'friend' Nicky Santoro. All they needed to do was to keep the cash-flow at the Casino steady to satisfy the bosses back home. But it was just never meant to be. And everything implodes at the end.<br/><br/>Casino is filled with dozens of sub-plots, tangent stories and brilliant side-characters. James Woods is especially funny as a lowlife con-man who can't even win a fight with a ten-year-old girl. Vinny Vella also amuses as long-suffering Artie Piscano. But it's Sharon Stone who walks away with the movie. Despite starring opposite loads of well-established male lead actors she owns Casino. She was absolutely robbed at the Academy Awards when they gave the Oscar to Susan Sarandon. Stone delivered a performance so authentic that it's truly unfair the amount of criticism she gets for her other, less-important films.<br/><br/>The violence will satisfy gore fans. In this lovely film we have a dope with his head in a vice (after getting icepicks in his balls), a truly brutal beating with baseball bats, some moron getting a pen shoved into his neck and a cheater getting his hand mashed by a hammer. Don't let this put you off, that was the old Vegas. Nowadays you just get told not to come back.<br/><br/>I know most people will call it sacrilege to condemn Goodfellas but Casino is just the better film of the two, plain and simple. Better lighting, far more impressive cinematography and more entertaining characters. It just has so much going for it that Goodfellas did not."
"pedroborges-90881","10","9","13","26 April 2016"," The perfect picture of Las Vegas early days.
","Scorsese, De Niro and Pesci team up again for a amazing movie with unforgettable performances.<br/><br/>The film portrays Las Vegas at a time when it was dominated by the mafia, extremely well directed by Scorsese that film shows Robert De Niro as manager of the Tangiers Casino who have to deal with his unstable wife that used to be a high-class prostitute but who can not forget her pimp Lester and with his childhood friend Nicky that is taking the city with extreme uncontrolled violence bringing a bad image to the plans that the mafia has in Las Vegas.<br/><br/>Sharon Stone definitely give the best performance of her career in this film and the secondary characters convey very well the image of the great leaders of the mafia.<br/><br/>Casino is a classic and a must-see movie."
"tcarnahan75","5","30","55","22 January 2002"," Don't Be Fooled!
","This movie is entertaining, for sure, but just one attentive glance at the editing and you know Scorcese's struggling to make it work.  The voice-overs simply function to move the plot in places where the filmed action can't take it.  A film relying on voice-over for exposition is usually missing some pieces.  Plus as a movie about how relationships can dissolve there really isn't much to work from.  The Rothstein/Ginger connection is totally breezed over and you get no real sense of their relationship, other than ""he's controlling"" and ""she's nuts.""  Plus Joe Pesci is simply reprising his role from Goodfellas.  In fact it seems the entire movie is just a Goodfellas retread, but without the great pacing and script that kept that classic together.  Just because Martin Scorcese directed it, doesn't mean it's good!"
"bkoganbing","10","12","19","5 August 2005"," How Others See Us
","Casino is my favorite movie of the last decade of the last century. Just like in Goodfellas, Martin Scorsese rivets the audience to their seats without a real hero to root for. It's the power of the characters he creates.<br/><br/>Robert DeNiro as the gambler boss of the Tangiers casino in Las Vegas of the 70s and 80s and Joe Pesci gangster are long time boyhood pals from the mean streets of Brooklyn. Both move out to Las Vegas seeking their respective places in their related fields at the orders of the higher ups in the criminal world. But circumstance drives them apart and one of those circumstances is Sharon Stone.<br/><br/>People descending into degradation is always a role that will get you noticed by the Academy. Sharon Stone's part as Ginger is no exception here. She's a high price call girl when we first meet her and her descent into drug addiction isn't pretty, but Scorsese keeps it very real.<br/><br/>But the main story line involves DeNiro and Pesci. To see ourselves as others see us is one elusive goal not attained by many in this world. These two aren't an exception. Each can see how the other is screwing up and absolutely cannot see what he's doing.<br/><br/>The key scene in the whole film is when DeNiro and Pesci meet in the desert where a lot of problems have been known to disappear. If you can get passed all the cursing which is how you would expect gangsters to talk, each is making very realistic assessments about the other one and neither is listening to a word the other is saying. <br/><br/>This is why I love Casino so much. I've never seen that particular theme ever handled so well on the screen."
